"case_id","abbrev","name","group_label","category","signal_density"
28,"AUD","Auditory areas","relapse","CTXpl",22165730.1841
28,"ECT","Ectorhinal area","relapse","CTXpl",18301215.3589
28,"FRP","Frontal pole, cerebral cortex","relapse","CTXpl",12148267.6056
28,"GU","Gustatory areas","relapse","CTXpl",15313991.3669
28,"ILA","Infralimbic area","relapse","CTXpl",29882901.5544
28,"MO","Somatomotor areas","relapse","CTXpl",16567481.4135
28,"ORB","Orbital area","relapse","CTXpl",27314447.7876
28,"PERI","Perirhinal area","relapse","CTXpl",13141342.5606
28,"PL","Prelimbic area","relapse","CTXpl",17719715.1231
28,"PTLp","Posterior parietal association areas","relapse","CTXpl",25823638.4335
28,"RSP","Retrosplenial area","relapse","CTXpl",15599747.0293
28,"SS","Somatosensory areas","relapse","CTXpl",21593002.909
28,"TEa","Temporal association areas","relapse","CTXpl",18606993.8931
28,"VIS","Visual areas","relapse","CTXpl",28316029.7565
28,"VISC","Visceral area","relapse","CTXpl",13498334.0659
28,"AOB","Accessory olfactory bulb","relapse","CTXpl",6078033.33333
28,"AON","Anterior olfactory nucleus","relapse","CTXpl",15343440.754
28,"COA","Cortical amygdalar area","relapse","CTXpl",10069253.1876
28,"DP","Dorsal peduncular area","relapse","CTXpl",17563107.1429
28,"MOB","Main olfactory bulb","relapse","CTXpl",8086098.59155
28,"NLOT","Nucleus of the lateral olfactory tract","relapse","CTXpl",11454680.2721
28,"PAA","Piriform-amygdalar area","relapse","CTXpl",12142900
28,"PIR","Piriform area","relapse","CTXpl",16152606.0661
28,"TR","Postpiriform transition area","relapse","CTXpl",5945105.61798
28,"TT","Taenia tecta","relapse","CTXpl",13336424.7788
28,"BLAa","Basolateral amygdalar nucleus, anterior part","relapse","CTXsp",18765110.1449
28,"BLAp","Basolateral amygdalar nucleus, posterior part","relapse","CTXsp",11835892.3611
28,"BLAv","Basolateral amygdalar nucleus, ventral part","relapse","CTXsp",10792100
28,"BMA","Basomedial amygdalar nucleus","relapse","CTXsp",17443006.6667
28,"CLA","Claustrum","relapse","CTXsp",42598529.9539
28,"EPd","Endopiriform nucleus, dorsal part","relapse","CTXsp",25632863.75
28,"EPv","Endopiriform nucleus, ventral part","relapse","CTXsp",13437170.7317
28,"LA","Lateral amygdalar nucleus","relapse","CTXsp",22527090.9091
28,"PA","Posterior amygdalar nucleus","relapse","CTXsp",13436061.2245
39,"ACVII","Accessory facial motor nucleus","control","HB",2069000
39,"GRN","Gigantocellular reticular nucleus","control","HB",1086688.52459
39,"IRN","Intermediate reticular nucleus","control","HB",776615
39,"MARN","Magnocellular reticular nucleus","control","HB",1105284.40367
39,"PARN","Parvicellular reticular nucleus","control","HB",1262684.52381
39,"VI","Abducens nucleus","control","HB",3899600
39,"VII","Facial motor nucleus","control","HB",2200744.68085
39,"VNC","Vestibular nuclei","control","HB",1116207.28291
39,"CN","Cochlear nuclei","control","HB",1573501.8315
39,"NTB","Nucleus of the trapezoid body","control","HB",1527888.88889
39,"B","Barrington's nucleus","control","HB",2501583.33333
39,"DTN","Dorsal tegmental nucleus","control","HB",1661458.33333
39,"PCG","Pontine central gray","control","HB",2943682.08092
39,"PG","Pontine gray","control","HB",3053261.04418
39,"PRNc","Pontine reticular nucleus, caudal part","control","HB",4324576.40232
39,"SG","Supragenual nucleus","control","HB",4850600
39,"SUT","Supratrigeminal nucleus","control","HB",3986433.33333
39,"TRN","Tegmental reticular nucleus","control","HB",6419950.49505
39,"V","Motor nucleus of trigeminal","control","HB",5852393.93939
39,"CS","Superior central nucleus raphe","control","HB",3233224.35897
39,"LC","Locus ceruleus","control","HB",3370833.33333
39,"LDT","Laterodorsal tegmental nucleus","control","HB",3295891.89189
39,"NI","Nucleus incertus","control","HB",5512750
39,"PRNr","Pontine reticular nucleus","control","HB",3922247.83147
39,"SLC","Subceruleus nucleus","control","HB",2527900
39,"SLD","Sublaterodorsal nucleus","control","HB",3034440
39,"NLL","Nucleus of the lateral lemniscus","control","HB",1234932.64249
39,"PB","Parabrachial nucleus","control","HB",3476176.66667
39,"PSV","Principal sensory nucleus of the trigeminal","control","HB",4230007.8534
39,"SOC","Superior olivary complex","control","HB",1198570.3125
39,"LHA","Lateral hypothalamic area","control","HY",1473021.72097
39,"LPO","Lateral preoptic area","control","HY",1181330.50847
39,"PST","Preparasubthalamic nucleus","control","HY",3433400
39,"PSTN","Parasubthalamic nucleus","control","HY",2988166.66667
39,"RCH","Retrochiasmatic area","control","HY",64318.1818182
39,"STN","Subthalamic nucleus","control","HY",690314.814815
39,"TU","Tuberal nucleus","control","HY",89715.9763314
39,"ZI","Zona incerta","control","HY",3043944.44444
39,"AHN","Anterior hypothalamic nucleus","control","HY",2014679.05405
39,"MBO","Mammillary body","control","HY",948874.551971
39,"MPN","Medial preoptic nucleus","control","HY",416109.589041
39,"PH","Posterior hypothalamic nucleus","control","HY",1918981.20301
39,"PMv","Ventral premammillary nucleus","control","HY",1179973.68421
39,"PVHd","Paraventricular hypothalamic nucleus, descending division","control","HY",2281222.22222
39,"VMH","Ventromedial hypothalamic nucleus","control","HY",235576.086957
39,"ADP","Anterodorsal preoptic nucleus","control","HY",2697461.53846
39,"AVP","Anteroventral preoptic nucleus","control","HY",222450
39,"AVPV","Anteroventral periventricular nucleus","control","HY",141523.809524
39,"DMH","Dorsomedial nucleus of the hypothalamus","control","HY",1951405.55556
39,"MEPO","Median preoptic nucleus","control","HY",480148.148148
39,"MPO","Medial preoptic area","control","HY",696037.931034
39,"PD","Posterodorsal preoptic nucleus","control","HY",1406000
39,"PS","Parastrial nucleus","control","HY",2154300
39,"PVp","Periventricular hypothalamic nucleus, posterior part","control","HY",99976.1904762
39,"PVpo","Periventricular hypothalamic nucleus, preoptic part","control","HY",147115.384615
39,"SBPV","Subparaventricular zone","control","HY",388557.692308
39,"SFO","Subfornical organ","control","HY",127250
39,"VLPO","Ventrolateral preoptic nucleus","control","HY",275500
39,"ARH","Arcuate hypothalamic nucleus","control","HY",53553.8461538
39,"PVH","Paraventricular hypothalamic nucleus","control","HY",994268.041237
39,"PVa","Periventricular hypothalamic nucleus, anterior part","control","HY",65000
39,"PVi","Periventricular hypothalamic nucleus, intermediate part","control","HY",127862.068966
39,"SO","Supraoptic nucleus","control","HY",297409.090909
39,"ATN","Anterior group of the dorsal thalamus","control","TH",2310059.21053
39,"EPI","Epithalamus","control","TH",1369736.19632
39,"GENv","Geniculate group, ventral thalamus","control","TH",3814007.40741
39,"ILM","Intralaminar nuclei of the dorsal thalamus","control","TH",1940333.33333
39,"LAT","Lateral group of the dorsal thalamus","control","TH",3529008.49858
39,"MED","Medial group of the dorsal thalamus","control","TH",1692872.92818
39,"MTN","Midline group of the dorsal thalamus","control","TH",2131681.81818
39,"RT","Reticular nucleus of the thalamus","control","TH",951132.701422
39,"GENd","Geniculate group, dorsal thalamus","control","TH",3185408.40841
39,"PP","Peripeduncular nucleus","control","TH",2119916.66667
39,"SPA","Subparafascicular area","control","TH",1365055.55556
39,"SPF","Subparafascicular nucleus","control","TH",1455510.20408
39,"VENT","Ventral group of the dorsal thalamus","control","TH",2718154.72028
39,"CUN","Cuneiform nucleus","control","MB",4162252.52525
39,"EW","Edinger-Westphal nucleus","control","MB",6904714.28571
39,"III","Oculomotor nucleus","control","MB",5238818.18182
39,"IV","Trochlear nucleus","control","MB",6038000
39,"LT","Lateral terminal nucleus of the accessory optic tract","control","MB",2976000
39,"MRN","Midbrain reticular nucleus","control","MB",3322222.58274
39,"ND","Nucleus of Darkschewitsch","control","MB",7383000
39,"PRC","Precommissural nucleus","control","MB",6673115.38462
39,"APN","Anterior pretectal nucleus","control","MB",3302447.97688
39,"MPT","Medial pretectal area","control","MB",2694800
39,"NOT","Nucleus of the optic tract","control","MB",1632241.37931
39,"NPC","Nucleus of the posterior commissure","control","MB",5914333.33333
39,"OP","Olivary pretectal nucleus","control","MB",663541.666667
39,"PPT","Posterior pretectal nucleus","control","MB",3953944.44444
39,"RN","Red nucleus","control","MB",3428065.32663
39,"RR","Midbrain reticular nucleus, retrorubral area","control","MB",1670402.98507
39,"SCdg","Superior colliculus, motor related, deep gray layer","control","MB",3549347.82609
39,"SCdw","Superior colliculus, motor related, deep white layer","control","MB",2479394.49541
39,"SCig","Superior colliculus, motor related, intermediate gray layer","control","MB",3819639.02439
39,"SCiw","Superior colliculus, motor related, intermediate white layer","control","MB",4622787.03704
39,"SNr","Substantia nigra, reticular part","control","MB",2347931.03448
39,"VTA","Ventral tegmental area","control","MB",2853657.14286
39,"VTN","Ventral tegmental nucleus","control","MB",1356000
39,"IC","Inferior colliculus","control","MB",4527497.56987
39,"MEV","Midbrain trigeminal nucleus","control","MB",5247181.81818
39,"NB","Nucleus of the brachium of the inferior colliculus","control","MB",1723595.2381
39,"PBG","Parabigeminal nucleus","control","MB",882413.793103
39,"SAG","Nucleus sagulum","control","MB",2838058.82353
39,"SCop","Superior colliculus, optic layer","control","MB",3688562.5
39,"SCsg","Superior colliculus, superficial gray layer","control","MB",1624724.27984
39,"PPN","Pedunculopontine nucleus","control","MB",2066880.68182
39,"CLI","Central linear nucleus raphe","control","MB",1691736.84211
39,"DR","Dorsal nucleus raphe","control","MB",4481000
39,"IF","Interfascicular nucleus raphe","control","MB",5007555.55556
39,"IPN","Interpeduncular nucleus","control","MB",1957847.22222
39,"SNc","Substantia nigra, compact part","control","MB",2055914.28571
39,"BAC","Bed nucleus of the anterior commissure","control","PAL",1352666.66667
39,"BST","Bed nuclei of the stria terminalis","control","PAL",2184816.51376
39,"GPe","Globus pallidus, external segment","control","PAL",1385769.96198
39,"GPi","Globus pallidus, internal segment","control","PAL",1497875
39,"MSC","Medial septal complex","control","PAL",1044926.9103
39,"TRS","Triangular nucleus of septum","control","PAL",615740.25974
39,"MA","Magnocellular nucleus","control","PAL",316017.391304
39,"SI","Substantia innominata","control","PAL",1164813.73569
39,"LS","Lateral septal nucleus","control","STR",2535215.08665
39,"SF","Septofimbrial nucleus","control","STR",1528212.12121
39,"CP","Caudoputamen","control","STR",2711043.92387
39,"ACB","Nucleus accumbens","control","STR",2958222.07358
39,"FS","Fundus of striatum","control","STR",1434290.07634
39,"OT","Olfactory tubercle","control","STR",661217.49226
39,"AAA","Anterior amygdalar area","control","STR",701970.588235
39,"BA","Bed nucleus of the accessory olfactory tract","control","STR",1447913.04348
39,"CEA","Central amygdalar nucleus","control","STR",1347039.91131
39,"IA","Intercalated amygdalar nucleus","control","STR",1274153.84615
39,"MEA","Medial amygdalar nucleus","control","STR",1295497.1537
39,"HIP","Hippocampal region","control","CTXpl",1615341.3997
39,"RHP","Retrohippocampal region","control","CTXpl",2227825.55751
39,"ACA","Anterior cingulate area","control","CTXpl",2701210.72615
39,"AI","Agranular insular area","control","CTXpl",2467296.47218
39,"AUD","Auditory areas","control","CTXpl",3662883.59788
39,"ECT","Ectorhinal area","control","CTXpl",3700643.21608
39,"FRP","Frontal pole, cerebral cortex","control","CTXpl",1387811.76471
39,"GU","Gustatory areas","control","CTXpl",3084052.08333
39,"ILA","Infralimbic area","control","CTXpl",3294731.25
39,"MO","Somatomotor areas","control","CTXpl",2901602.75519
39,"ORB","Orbital area","control","CTXpl",2648031.20125
39,"PERI","Perirhinal area","control","CTXpl",3888274.80916
39,"PL","Prelimbic area","control","CTXpl",1767997.75785
39,"PTLp","Posterior parietal association areas","control","CTXpl",2976701.45903
39,"RSP","Retrosplenial area","control","CTXpl",2792442.37236
39,"SS","Somatosensory areas","control","CTXpl",3475523.33136
39,"TEa","Temporal association areas","control","CTXpl",2561219.92819
39,"VIS","Visual areas","control","CTXpl",2444494.03494
39,"VISC","Visceral area","control","CTXpl",3222146.5721
39,"AOB","Accessory olfactory bulb","control","CTXpl",3308833.33333
39,"AON","Anterior olfactory nucleus","control","CTXpl",2410752.96443
39,"COA","Cortical amygdalar area","control","CTXpl",1377422.31947
39,"DP","Dorsal peduncular area","control","CTXpl",1428558.13953
39,"MOB","Main olfactory bulb","control","CTXpl",1217432.20339
39,"NLOT","Nucleus of the lateral olfactory tract","control","CTXpl",918063.492063
39,"PAA","Piriform-amygdalar area","control","CTXpl",1113543.47826
39,"PIR","Piriform area","control","CTXpl",1539953.53704
39,"TR","Postpiriform transition area","control","CTXpl",2687390.30612
39,"TT","Taenia tecta","control","CTXpl",1738269.84127
39,"BLAa","Basolateral amygdalar nucleus, anterior part","control","CTXsp",1224488.09524
39,"BLAp","Basolateral amygdalar nucleus, posterior part","control","CTXsp",1982502.30415
39,"BLAv","Basolateral amygdalar nucleus, ventral part","control","CTXsp",2560139.53488
39,"BMA","Basomedial amygdalar nucleus","control","CTXsp",2088197.22222
39,"CLA","Claustrum","control","CTXsp",4666671.71717
39,"EPd","Endopiriform nucleus, dorsal part","control","CTXsp",2847274.39887
39,"EPv","Endopiriform nucleus, ventral part","control","CTXsp",2936685.71429
39,"LA","Lateral amygdalar nucleus","control","CTXsp",1908044.84305
39,"PA","Posterior amygdalar nucleus","control","CTXsp",922284.482759
40,"ACVII","Accessory facial motor nucleus","relapse","HB",2298000
40,"GRN","Gigantocellular reticular nucleus","relapse","HB",261833.333333
40,"IRN","Intermediate reticular nucleus","relapse","HB",191200
40,"MARN","Magnocellular reticular nucleus","relapse","HB",892454.545455
40,"PARN","Parvicellular reticular nucleus","relapse","HB",382410.25641
40,"VI","Abducens nucleus","relapse","HB",96000
40,"VII","Facial motor nucleus","relapse","HB",983966.942149
40,"VNC","Vestibular nuclei","relapse","HB",4768105.26316
40,"CN","Cochlear nuclei","relapse","HB",2328635.83815
40,"NTB","Nucleus of the trapezoid body","relapse","HB",4064406.25
40,"B","Barrington's nucleus","relapse","HB",7899000
40,"DTN","Dorsal tegmental nucleus","relapse","HB",2722310.34483
40,"PCG","Pontine central gray","relapse","HB",4245917.94872
40,"PG","Pontine gray","relapse","HB",34481993.7888
40,"PRNc","Pontine reticular nucleus, caudal part","relapse","HB",9974768.15182
40,"SG","Supragenual nucleus","relapse","HB",1033000
40,"SUT","Supratrigeminal nucleus","relapse","HB",13185666.6667
40,"TRN","Tegmental reticular nucleus","relapse","HB",26177610.0386
40,"V","Motor nucleus of trigeminal","relapse","HB",12214598.7654
40,"CS","Superior central nucleus raphe","relapse","HB",16298111.1111
40,"LC","Locus ceruleus","relapse","HB",3038857.14286
40,"LDT","Laterodorsal tegmental nucleus","relapse","HB",8615418.60465
40,"NI","Nucleus incertus","relapse","HB",5254146.34146
40,"PRNr","Pontine reticular nucleus","relapse","HB",8988631.47605
40,"SLC","Subceruleus nucleus","relapse","HB",9120333.33333
40,"SLD","Sublaterodorsal nucleus","relapse","HB",11451310.3448
40,"NLL","Nucleus of the lateral lemniscus","relapse","HB",3513725.80645
40,"PB","Parabrachial nucleus","relapse","HB",12276376.8546
40,"PSV","Principal sensory nucleus of the trigeminal","relapse","HB",8265965.88486
40,"SOC","Superior olivary complex","relapse","HB",3543134.14634
40,"LHA","Lateral hypothalamic area","relapse","HY",15077024.7763
40,"LPO","Lateral preoptic area","relapse","HY",10277048.9978
40,"PST","Preparasubthalamic nucleus","relapse","HY",25576200
40,"PSTN","Parasubthalamic nucleus","relapse","HY",29640080
40,"RCH","Retrochiasmatic area","relapse","HY",7954519.60784
40,"STN","Subthalamic nucleus","relapse","HY",16340214.2857
40,"TU","Tuberal nucleus","relapse","HY",6653000
40,"ZI","Zona incerta","relapse","HY",14813221.7899
40,"AHN","Anterior hypothalamic nucleus","relapse","HY",15430460.274
40,"MBO","Mammillary body","relapse","HY",8769320.80925
40,"MPN","Medial preoptic nucleus","relapse","HY",4065652.63158
40,"PH","Posterior hypothalamic nucleus","relapse","HY",23027393.0818
40,"PMv","Ventral premammillary nucleus","relapse","HY",6882686.27451
40,"PVHd","Paraventricular hypothalamic nucleus, descending division","relapse","HY",25172105.2632
40,"VMH","Ventromedial hypothalamic nucleus","relapse","HY",9858777.77778
40,"ADP","Anterodorsal preoptic nucleus","relapse","HY",13048625
40,"AVP","Anteroventral preoptic nucleus","relapse","HY",3161666.66667
40,"AVPV","Anteroventral periventricular nucleus","relapse","HY",917000
40,"DMH","Dorsomedial nucleus of the hypothalamus","relapse","HY",18599348.6239
40,"MEPO","Median preoptic nucleus","relapse","HY",4795144.92754
40,"MPO","Medial preoptic area","relapse","HY",6284779.25532
40,"PD","Posterodorsal preoptic nucleus","relapse","HY",14020000
40,"PS","Parastrial nucleus","relapse","HY",11441384.6154
40,"PVp","Periventricular hypothalamic nucleus, posterior part","relapse","HY",1597901.63934
40,"PVpo","Periventricular hypothalamic nucleus, preoptic part","relapse","HY",1919542.85714
40,"SBPV","Subparaventricular zone","relapse","HY",12669791.0448
40,"SFO","Subfornical organ","relapse","HY",183750
40,"VLPO","Ventrolateral preoptic nucleus","relapse","HY",3737100
40,"ARH","Arcuate hypothalamic nucleus","relapse","HY",3468020
40,"PVH","Paraventricular hypothalamic nucleus","relapse","HY",14075397.8495
40,"PVa","Periventricular hypothalamic nucleus, anterior part","relapse","HY",2097166.66667
40,"PVi","Periventricular hypothalamic nucleus, intermediate part","relapse","HY",2154021.73913
40,"SO","Supraoptic nucleus","relapse","HY",5367636.36364
40,"ATN","Anterior group of the dorsal thalamus","relapse","TH",10982606.5789
40,"EPI","Epithalamus","relapse","TH",8778235.57692
40,"GENv","Geniculate group, ventral thalamus","relapse","TH",32923436.7089
40,"ILM","Intralaminar nuclei of the dorsal thalamus","relapse","TH",11180670.6444
40,"LAT","Lateral group of the dorsal thalamus","relapse","TH",9646102.77136
40,"MED","Medial group of the dorsal thalamus","relapse","TH",10421462.5749
40,"MTN","Midline group of the dorsal thalamus","relapse","TH",29317779.661
40,"RT","Reticular nucleus of the thalamus","relapse","TH",5168346.08031
40,"GENd","Geniculate group, dorsal thalamus","relapse","TH",10999695.8637
40,"PP","Peripeduncular nucleus","relapse","TH",9006642.85714
40,"SPA","Subparafascicular area","relapse","TH",11565625
40,"SPF","Subparafascicular nucleus","relapse","TH",12940290.3226
40,"VENT","Ventral group of the dorsal thalamus","relapse","TH",12023099.1561
40,"CUN","Cuneiform nucleus","relapse","MB",15499783.3333
40,"EW","Edinger-Westphal nucleus","relapse","MB",64878461.5385
40,"III","Oculomotor nucleus","relapse","MB",23924714.2857
40,"IV","Trochlear nucleus","relapse","MB",25059666.6667
40,"LT","Lateral terminal nucleus of the accessory optic tract","relapse","MB",7310000
40,"MRN","Midbrain reticular nucleus","relapse","MB",13253046.5241
40,"ND","Nucleus of Darkschewitsch","relapse","MB",30222900
40,"PRC","Precommissural nucleus","relapse","MB",33713666.6667
40,"APN","Anterior pretectal nucleus","relapse","MB",13577670.6444
40,"MPT","Medial pretectal area","relapse","MB",23533847.8261
40,"NOT","Nucleus of the optic tract","relapse","MB",16483812.5
40,"NPC","Nucleus of the posterior commissure","relapse","MB",28655123.5955
40,"OP","Olivary pretectal nucleus","relapse","MB",18055793.1034
40,"PPT","Posterior pretectal nucleus","relapse","MB",19589576.9231
40,"RN","Red nucleus","relapse","MB",11118326.4463
40,"RR","Midbrain reticular nucleus, retrorubral area","relapse","MB",6785900
40,"SCdg","Superior colliculus, motor related, deep gray layer","relapse","MB",14674215.6448
40,"SCdw","Superior colliculus, motor related, deep white layer","relapse","MB",11930715.3285
40,"SCig","Superior colliculus, motor related, intermediate gray layer","relapse","MB",24393876.2575
40,"SCiw","Superior colliculus, motor related, intermediate white layer","relapse","MB",20548833.3333
40,"SNr","Substantia nigra, reticular part","relapse","MB",5012209.38023
40,"VTA","Ventral tegmental area","relapse","MB",13434585.1064
40,"VTN","Ventral tegmental nucleus","relapse","MB",7524642.85714
40,"IC","Inferior colliculus","relapse","MB",14982242.4409
40,"MEV","Midbrain trigeminal nucleus","relapse","MB",13668076.9231
40,"NB","Nucleus of the brachium of the inferior colliculus","relapse","MB",8430843.13725
40,"PBG","Parabigeminal nucleus","relapse","MB",1305656.25
40,"SAG","Nucleus sagulum","relapse","MB",6382648.64865
40,"SCop","Superior colliculus, optic layer","relapse","MB",26260444.898
40,"SCsg","Superior colliculus, superficial gray layer","relapse","MB",13052330.494
40,"PPN","Pedunculopontine nucleus","relapse","MB",10071544.9735
40,"CLI","Central linear nucleus raphe","relapse","MB",11097360
40,"DR","Dorsal nucleus raphe","relapse","MB",28878777.7778
40,"IF","Interfascicular nucleus raphe","relapse","MB",47373900
40,"IPN","Interpeduncular nucleus","relapse","MB",9892989.01099
40,"SNc","Substantia nigra, compact part","relapse","MB",6703597.56098
40,"BAC","Bed nucleus of the anterior commissure","relapse","PAL",5864000
40,"BST","Bed nuclei of the stria terminalis","relapse","PAL",17512259.3168
40,"GPe","Globus pallidus, external segment","relapse","PAL",5680831.05023
40,"GPi","Globus pallidus, internal segment","relapse","PAL",7338180.72289
40,"MSC","Medial septal complex","relapse","PAL",9448029.94012
40,"TRS","Triangular nucleus of septum","relapse","PAL",3888875
40,"MA","Magnocellular nucleus","relapse","PAL",6264321.16788
40,"SI","Substantia innominata","relapse","PAL",10121636.4386
40,"LS","Lateral septal nucleus","relapse","STR",17002462.4796
