"case_id","abbrev","name","signal_density","group_label","category"
28,"RR","Midbrain reticular nucleus, retrorubral area",9203853.65854,"relapse","MB"
28,"SCdg","Superior colliculus, motor related, deep gray layer",12456969.0476,"relapse","MB"
28,"SCdw","Superior colliculus, motor related, deep white layer",9084137.2549,"relapse","MB"
28,"SCig","Superior colliculus, motor related, intermediate gray layer",19701593.9197,"relapse","MB"
28,"SCiw","Superior colliculus, motor related, intermediate white layer",17877003.937,"relapse","MB"
28,"SNr","Substantia nigra, reticular part",4505435.07589,"relapse","MB"
28,"VTA","Ventral tegmental area",9302937.00787,"relapse","MB"
28,"IC","Inferior colliculus",7098066.41509,"relapse","MB"
28,"MEV","Midbrain trigeminal nucleus",5496636.36364,"relapse","MB"
28,"NB","Nucleus of the brachium of the inferior colliculus",8162960,"relapse","MB"
28,"PBG","Parabigeminal nucleus",3896275.86207,"relapse","MB"
28,"SAG","Nucleus sagulum",9787324.32432,"relapse","MB"
28,"SCop","Superior colliculus, optic layer",26267048.0769,"relapse","MB"
28,"SCsg","Superior colliculus, superficial gray layer",11983664.7287,"relapse","MB"
28,"PPN","Pedunculopontine nucleus",7141962.16216,"relapse","MB"
28,"SNc","Substantia nigra, compact part",6332650,"relapse","MB"
28,"BAC","Bed nucleus of the anterior commissure",2628000,"relapse","PAL"
28,"BST","Bed nuclei of the stria terminalis",13623086.2745,"relapse","PAL"
28,"GPe","Globus pallidus, external segment",4387899.4709,"relapse","PAL"
28,"GPi","Globus pallidus, internal segment",7640980.76923,"relapse","PAL"
28,"MSC","Medial septal complex",2692775.5102,"relapse","PAL"
28,"TRS","Triangular nucleus of septum",12135200,"relapse","PAL"
28,"MA","Magnocellular nucleus",2782148.14815,"relapse","PAL"
28,"SI","Substantia innominata",9798408.88889,"relapse","PAL"
28,"LS","Lateral septal nucleus",17933317.6101,"relapse","STR"
28,"SF","Septofimbrial nucleus",23704100,"relapse","STR"
28,"CP","Caudoputamen",14747274.0076,"relapse","STR"
28,"ACB","Nucleus accumbens",20163529.4848,"relapse","STR"
28,"FS","Fundus of striatum",15397634.4828,"relapse","STR"
28,"OT","Olfactory tubercle",7183439.82495,"relapse","STR"
28,"AAA","Anterior amygdalar area",7540821.2766,"relapse","STR"
28,"BA","Bed nucleus of the accessory olfactory tract",10210360,"relapse","STR"
28,"CEA","Central amygdalar nucleus",14062140.9266,"relapse","STR"
28,"IA","Intercalated amygdalar nucleus",19604977.0115,"relapse","STR"
28,"MEA","Medial amygdalar nucleus",14685741.0562,"relapse","STR"
28,"HIP","Hippocampal region",8748420.49861,"relapse","CTXpl"
28,"RHP","Retrohippocampal region",10318750.0637,"relapse","CTXpl"
28,"ACA","Anterior cingulate area",21318529.6239,"relapse","CTXpl"
28,"AI","Agranular insular area",18635768.0348,"relapse","CTXpl"
28,"AUD","Auditory areas",22165730.1841,"relapse","CTXpl"
28,"ECT","Ectorhinal area",18301215.3589,"relapse","CTXpl"
28,"FRP","Frontal pole, cerebral cortex",12148267.6056,"relapse","CTXpl"
28,"GU","Gustatory areas",15313991.3669,"relapse","CTXpl"
28,"ILA","Infralimbic area",29882901.5544,"relapse","CTXpl"
28,"MO","Somatomotor areas",16567481.4135,"relapse","CTXpl"
28,"ORB","Orbital area",27314447.7876,"relapse","CTXpl"
28,"PERI","Perirhinal area",13141342.5606,"relapse","CTXpl"
28,"PL","Prelimbic area",17719715.1231,"relapse","CTXpl"
28,"PTLp","Posterior parietal association areas",25823638.4335,"relapse","CTXpl"
28,"RSP","Retrosplenial area",15599747.0293,"relapse","CTXpl"
28,"SS","Somatosensory areas",21593002.909,"relapse","CTXpl"
28,"TEa","Temporal association areas",18606993.8931,"relapse","CTXpl"
28,"VIS","Visual areas",28316029.7565,"relapse","CTXpl"
28,"VISC","Visceral area",13498334.0659,"relapse","CTXpl"
28,"AOB","Accessory olfactory bulb",6078033.33333,"relapse","CTXpl"
28,"AON","Anterior olfactory nucleus",15343440.754,"relapse","CTXpl"
28,"COA","Cortical amygdalar area",10069253.1876,"relapse","CTXpl"
28,"DP","Dorsal peduncular area",17563107.1429,"relapse","CTXpl"
28,"MOB","Main olfactory bulb",8086098.59155,"relapse","CTXpl"
28,"NLOT","Nucleus of the lateral olfactory tract",11454680.2721,"relapse","CTXpl"
28,"PAA","Piriform-amygdalar area",12142900,"relapse","CTXpl"
28,"PIR","Piriform area",16152606.0661,"relapse","CTXpl"
28,"TR","Postpiriform transition area",5945105.61798,"relapse","CTXpl"
28,"TT","Taenia tecta",13336424.7788,"relapse","CTXpl"
28,"BLAa","Basolateral amygdalar nucleus, anterior part",18765110.1449,"relapse","CTXsp"
28,"BLAp","Basolateral amygdalar nucleus, posterior part",11835892.3611,"relapse","CTXsp"
28,"BLAv","Basolateral amygdalar nucleus, ventral part",10792100,"relapse","CTXsp"
28,"BMA","Basomedial amygdalar nucleus",17443006.6667,"relapse","CTXsp"
28,"CLA","Claustrum",42598529.9539,"relapse","CTXsp"
28,"EPd","Endopiriform nucleus, dorsal part",25632863.75,"relapse","CTXsp"
28,"EPv","Endopiriform nucleus, ventral part",13437170.7317,"relapse","CTXsp"
28,"LA","Lateral amygdalar nucleus",22527090.9091,"relapse","CTXsp"
28,"PA","Posterior amygdalar nucleus",13436061.2245,"relapse","CTXsp"
39,"ACVII","Accessory facial motor nucleus",2069000,"control","HB"
39,"GRN","Gigantocellular reticular nucleus",1086688.52459,"control","HB"
39,"IRN","Intermediate reticular nucleus",776615,"control","HB"
39,"MARN","Magnocellular reticular nucleus",1105284.40367,"control","HB"
39,"PARN","Parvicellular reticular nucleus",1262684.52381,"control","HB"
39,"VI","Abducens nucleus",3899600,"control","HB"
39,"VII","Facial motor nucleus",2200744.68085,"control","HB"
39,"VNC","Vestibular nuclei",1116207.28291,"control","HB"
39,"y","Nucleus y",22000,"control","HB"
39,"CN","Cochlear nuclei",1573501.8315,"control","HB"
39,"NTB","Nucleus of the trapezoid body",1527888.88889,"control","HB"
39,"SPVO","Spinal nucleus of the trigeminal, oral part",662354.83871,"control","HB"
39,"B","Barrington's nucleus",2501583.33333,"control","HB"
39,"DTN","Dorsal tegmental nucleus",1661458.33333,"control","HB"
39,"PCG","Pontine central gray",2943682.08092,"control","HB"
39,"PG","Pontine gray",3053261.04418,"control","HB"
39,"PRNc","Pontine reticular nucleus, caudal part",4324576.40232,"control","HB"
39,"SG","Supragenual nucleus",4850600,"control","HB"
39,"SUT","Supratrigeminal nucleus",3986433.33333,"control","HB"
39,"TRN","Tegmental reticular nucleus",6419950.49505,"control","HB"
39,"V","Motor nucleus of trigeminal",5852393.93939,"control","HB"
39,"CS","Superior central nucleus raphe",3233224.35897,"control","HB"
39,"LC","Locus ceruleus",3370833.33333,"control","HB"
39,"LDT","Laterodorsal tegmental nucleus",3295891.89189,"control","HB"
39,"NI","Nucleus incertus",5512750,"control","HB"
39,"PRNr","Pontine reticular nucleus",3922247.83147,"control","HB"
39,"SLC","Subceruleus nucleus",2527900,"control","HB"
39,"SLD","Sublaterodorsal nucleus",3034440,"control","HB"
39,"NLL","Nucleus of the lateral lemniscus",1234932.64249,"control","HB"
39,"PB","Parabrachial nucleus",3476176.66667,"control","HB"
39,"PSV","Principal sensory nucleus of the trigeminal",4230007.8534,"control","HB"
39,"SOC","Superior olivary complex",1198570.3125,"control","HB"
39,"LHA","Lateral hypothalamic area",1473021.72097,"control","HY"
39,"LPO","Lateral preoptic area",1181330.50847,"control","HY"
39,"PST","Preparasubthalamic nucleus",3433400,"control","HY"
39,"PSTN","Parasubthalamic nucleus",2988166.66667,"control","HY"
39,"RCH","Retrochiasmatic area",64318.1818182,"control","HY"
39,"STN","Subthalamic nucleus",690314.814815,"control","HY"
39,"TU","Tuberal nucleus",89715.9763314,"control","HY"
39,"ZI","Zona incerta",3043944.44444,"control","HY"
39,"AHN","Anterior hypothalamic nucleus",2014679.05405,"control","HY"
39,"MBO","Mammillary body",948874.551971,"control","HY"
39,"MPN","Medial preoptic nucleus",416109.589041,"control","HY"
39,"PH","Posterior hypothalamic nucleus",1918981.20301,"control","HY"
39,"PMv","Ventral premammillary nucleus",1179973.68421,"control","HY"
39,"PVHd","Paraventricular hypothalamic nucleus, descending division",2281222.22222,"control","HY"
39,"VMH","Ventromedial hypothalamic nucleus",235576.086957,"control","HY"
39,"ADP","Anterodorsal preoptic nucleus",2697461.53846,"control","HY"
39,"AVP","Anteroventral preoptic nucleus",222450,"control","HY"
39,"AVPV","Anteroventral periventricular nucleus",141523.809524,"control","HY"
39,"DMH","Dorsomedial nucleus of the hypothalamus",1951405.55556,"control","HY"
39,"MEPO","Median preoptic nucleus",480148.148148,"control","HY"
39,"MPO","Medial preoptic area",696037.931034,"control","HY"
39,"PD","Posterodorsal preoptic nucleus",1406000,"control","HY"
39,"PS","Parastrial nucleus",2154300,"control","HY"
39,"PVp","Periventricular hypothalamic nucleus, posterior part",99976.1904762,"control","HY"
39,"PVpo","Periventricular hypothalamic nucleus, preoptic part",147115.384615,"control","HY"
39,"SBPV","Subparaventricular zone",388557.692308,"control","HY"
39,"SFO","Subfornical organ",127250,"control","HY"
39,"VLPO","Ventrolateral preoptic nucleus",275500,"control","HY"
39,"ARH","Arcuate hypothalamic nucleus",53553.8461538,"control","HY"
39,"PVH","Paraventricular hypothalamic nucleus",994268.041237,"control","HY"
39,"PVa","Periventricular hypothalamic nucleus, anterior part",65000,"control","HY"
39,"PVi","Periventricular hypothalamic nucleus, intermediate part",127862.068966,"control","HY"
39,"SO","Supraoptic nucleus",297409.090909,"control","HY"
39,"ATN","Anterior group of the dorsal thalamus",2310059.21053,"control","TH"
39,"EPI","Epithalamus",1369736.19632,"control","TH"
39,"GENv","Geniculate group, ventral thalamus",3814007.40741,"control","TH"
39,"ILM","Intralaminar nuclei of the dorsal thalamus",1940333.33333,"control","TH"
39,"LAT","Lateral group of the dorsal thalamus",3529008.49858,"control","TH"
39,"MED","Medial group of the dorsal thalamus",1692872.92818,"control","TH"
39,"MTN","Midline group of the dorsal thalamus",2131681.81818,"control","TH"
39,"RT","Reticular nucleus of the thalamus",951132.701422,"control","TH"
39,"GENd","Geniculate group, dorsal thalamus",3185408.40841,"control","TH"
39,"PP","Peripeduncular nucleus",2119916.66667,"control","TH"
39,"SPA","Subparafascicular area",1365055.55556,"control","TH"
39,"SPF","Subparafascicular nucleus",1455510.20408,"control","TH"
39,"VENT","Ventral group of the dorsal thalamus",2718154.72028,"control","TH"
39,"CUN","Cuneiform nucleus",4162252.52525,"control","MB"
39,"EW","Edinger-Westphal nucleus",6904714.28571,"control","MB"
39,"III","Oculomotor nucleus",5238818.18182,"control","MB"
39,"IV","Trochlear nucleus",6038000,"control","MB"
39,"LT","Lateral terminal nucleus of the accessory optic tract",2976000,"control","MB"
39,"MRN","Midbrain reticular nucleus",3322222.58274,"control","MB"
39,"ND","Nucleus of Darkschewitsch",7383000,"control","MB"
39,"PRC","Precommissural nucleus",6673115.38462,"control","MB"
39,"APN","Anterior pretectal nucleus",3302447.97688,"control","MB"
39,"MPT","Medial pretectal area",2694800,"control","MB"
39,"NOT","Nucleus of the optic tract",1632241.37931,"control","MB"
39,"NPC","Nucleus of the posterior commissure",5914333.33333,"control","MB"
39,"OP","Olivary pretectal nucleus",663541.666667,"control","MB"
39,"PPT","Posterior pretectal nucleus",3953944.44444,"control","MB"
39,"RN","Red nucleus",3428065.32663,"control","MB"
39,"RR","Midbrain reticular nucleus, retrorubral area",1670402.98507,"control","MB"
39,"SCdg","Superior colliculus, motor related, deep gray layer",3549347.82609,"control","MB"
39,"SCdw","Superior colliculus, motor related, deep white layer",2479394.49541,"control","MB"
39,"SCig","Superior colliculus, motor related, intermediate gray layer",3819639.02439,"control","MB"
39,"SCiw","Superior colliculus, motor related, intermediate white layer",4622787.03704,"control","MB"
39,"SNr","Substantia nigra, reticular part",2347931.03448,"control","MB"
39,"VTA","Ventral tegmental area",2853657.14286,"control","MB"
39,"VTN","Ventral tegmental nucleus",1356000,"control","MB"
39,"IC","Inferior colliculus",4527497.56987,"control","MB"
39,"MEV","Midbrain trigeminal nucleus",5247181.81818,"control","MB"
39,"NB","Nucleus of the brachium of the inferior colliculus",1723595.2381,"control","MB"
39,"PBG","Parabigeminal nucleus",882413.793103,"control","MB"
39,"SAG","Nucleus sagulum",2838058.82353,"control","MB"
39,"SCop","Superior colliculus, optic layer",3688562.5,"control","MB"
39,"SCsg","Superior colliculus, superficial gray layer",1624724.27984,"control","MB"
39,"PPN","Pedunculopontine nucleus",2066880.68182,"control","MB"
39,"CLI","Central linear nucleus raphe",1691736.84211,"control","MB"
39,"DR","Dorsal nucleus raphe",4481000,"control","MB"
39,"IF","Interfascicular nucleus raphe",5007555.55556,"control","MB"
39,"IPN","Interpeduncular nucleus",1957847.22222,"control","MB"
39,"SNc","Substantia nigra, compact part",2055914.28571,"control","MB"
39,"BAC","Bed nucleus of the anterior commissure",1352666.66667,"control","PAL"
39,"BST","Bed nuclei of the stria terminalis",2184816.51376,"control","PAL"
39,"GPe","Globus pallidus, external segment",1385769.96198,"control","PAL"
39,"GPi","Globus pallidus, internal segment",1497875,"control","PAL"
39,"MSC","Medial septal complex",1044926.9103,"control","PAL"
39,"TRS","Triangular nucleus of septum",615740.25974,"control","PAL"
39,"MA","Magnocellular nucleus",316017.391304,"control","PAL"
39,"SI","Substantia innominata",1164813.73569,"control","PAL"
39,"LS","Lateral septal nucleus",2535215.08665,"control","STR"
39,"SF","Septofimbrial nucleus",1528212.12121,"control","STR"
39,"CP","Caudoputamen",2711043.92387,"control","STR"
39,"ACB","Nucleus accumbens",2958222.07358,"control","STR"
39,"FS","Fundus of striatum",1434290.07634,"control","STR"
39,"OT","Olfactory tubercle",661217.49226,"control","STR"
39,"AAA","Anterior amygdalar area",701970.588235,"control","STR"
39,"BA","Bed nucleus of the accessory olfactory tract",1447913.04348,"control","STR"
39,"CEA","Central amygdalar nucleus",1347039.91131,"control","STR"
39,"IA","Intercalated amygdalar nucleus",1274153.84615,"control","STR"
39,"MEA","Medial amygdalar nucleus",1295497.1537,"control","STR"
39,"HIP","Hippocampal region",1615341.3997,"control","CTXpl"
39,"RHP","Retrohippocampal region",2227825.55751,"control","CTXpl"
39,"ACA","Anterior cingulate area",2701210.72615,"control","CTXpl"
39,"AI","Agranular insular area",2467296.47218,"control","CTXpl"
39,"AUD","Auditory areas",3662883.59788,"control","CTXpl"
39,"ECT","Ectorhinal area",3700643.21608,"control","CTXpl"
39,"FRP","Frontal pole, cerebral cortex",1387811.76471,"control","CTXpl"
39,"GU","Gustatory areas",3084052.08333,"control","CTXpl"
39,"ILA","Infralimbic area",3294731.25,"control","CTXpl"
39,"MO","Somatomotor areas",2901602.75519,"control","CTXpl"
39,"ORB","Orbital area",2648031.20125,"control","CTXpl"
39,"PERI","Perirhinal area",3888274.80916,"control","CTXpl"
39,"PL","Prelimbic area",1767997.75785,"control","CTXpl"
39,"PTLp","Posterior parietal association areas",2976701.45903,"control","CTXpl"
39,"RSP","Retrosplenial area",2792442.37236,"control","CTXpl"
39,"SS","Somatosensory areas",3475523.33136,"control","CTXpl"
39,"TEa","Temporal association areas",2561219.92819,"control","CTXpl"
39,"VIS","Visual areas",2444494.03494,"control","CTXpl"
39,"VISC","Visceral area",3222146.5721,"control","CTXpl"
39,"AOB","Accessory olfactory bulb",3308833.33333,"control","CTXpl"
39,"AON","Anterior olfactory nucleus",2410752.96443,"control","CTXpl"
39,"COA","Cortical amygdalar area",1377422.31947,"control","CTXpl"
39,"DP","Dorsal peduncular area",1428558.13953,"control","CTXpl"
39,"MOB","Main olfactory bulb",1217432.20339,"control","CTXpl"
39,"NLOT","Nucleus of the lateral olfactory tract",918063.492063,"control","CTXpl"
39,"PAA","Piriform-amygdalar area",1113543.47826,"control","CTXpl"
39,"PIR","Piriform area",1539953.53704,"control","CTXpl"
39,"TR","Postpiriform transition area",2687390.30612,"control","CTXpl"
39,"TT","Taenia tecta",1738269.84127,"control","CTXpl"
39,"BLAa","Basolateral amygdalar nucleus, anterior part",1224488.09524,"control","CTXsp"
39,"BLAp","Basolateral amygdalar nucleus, posterior part",1982502.30415,"control","CTXsp"
39,"BLAv","Basolateral amygdalar nucleus, ventral part",2560139.53488,"control","CTXsp"
39,"BMA","Basomedial amygdalar nucleus",2088197.22222,"control","CTXsp"
39,"CLA","Claustrum",4666671.71717,"control","CTXsp"
39,"EPd","Endopiriform nucleus, dorsal part",2847274.39887,"control","CTXsp"
39,"EPv","Endopiriform nucleus, ventral part",2936685.71429,"control","CTXsp"
39,"LA","Lateral amygdalar nucleus",1908044.84305,"control","CTXsp"
39,"PA","Posterior amygdalar nucleus",922284.482759,"control","CTXsp"
40,"ACVII","Accessory facial motor nucleus",2298000,"relapse","HB"
40,"GRN","Gigantocellular reticular nucleus",261833.333333,"relapse","HB"
40,"IRN","Intermediate reticular nucleus",191200,"relapse","HB"
40,"MARN","Magnocellular reticular nucleus",892454.545455,"relapse","HB"
40,"PARN","Parvicellular reticular nucleus",382410.25641,"relapse","HB"
40,"VI","Abducens nucleus",96000,"relapse","HB"
40,"VII","Facial motor nucleus",983966.942149,"relapse","HB"
40,"VNC","Vestibular nuclei",4768105.26316,"relapse","HB"
40,"CN","Cochlear nuclei",2328635.83815,"relapse","HB"
40,"NTB","Nucleus of the trapezoid body",4064406.25,"relapse","HB"
40,"B","Barrington's nucleus",7899000,"relapse","HB"
40,"DTN","Dorsal tegmental nucleus",2722310.34483,"relapse","HB"
40,"PCG","Pontine central gray",4245917.94872,"relapse","HB"
40,"PG","Pontine gray",34481993.7888,"relapse","HB"
40,"PRNc","Pontine reticular nucleus, caudal part",9974768.15182,"relapse","HB"
40,"SG","Supragenual nucleus",1033000,"relapse","HB"
40,"SUT","Supratrigeminal nucleus",13185666.6667,"relapse","HB"
40,"TRN","Tegmental reticular nucleus",26177610.0386,"relapse","HB"
40,"V","Motor nucleus of trigeminal",12214598.7654,"relapse","HB"
40,"CS","Superior central nucleus raphe",16298111.1111,"relapse","HB"
40,"LC","Locus ceruleus",3038857.14286,"relapse","HB"
40,"LDT","Laterodorsal tegmental nucleus",8615418.60465,"relapse","HB"
40,"NI","Nucleus incertus",5254146.34146,"relapse","HB"
40,"PRNr","Pontine reticular nucleus",8988631.47605,"relapse","HB"
40,"SLC","Subceruleus nucleus",9120333.33333,"relapse","HB"
40,"SLD","Sublaterodorsal nucleus",11451310.3448,"relapse","HB"
40,"NLL","Nucleus of the lateral lemniscus",3513725.80645,"relapse","HB"
40,"PB","Parabrachial nucleus",12276376.8546,"relapse","HB"
40,"PSV","Principal sensory nucleus of the trigeminal",8265965.88486,"relapse","HB"
40,"SOC","Superior olivary complex",3543134.14634,"relapse","HB"
40,"LHA","Lateral hypothalamic area",15077024.7763,"relapse","HY"
40,"LPO","Lateral preoptic area",10277048.9978,"relapse","HY"
40,"PST","Preparasubthalamic nucleus",25576200,"relapse","HY"
40,"PSTN","Parasubthalamic nucleus",29640080,"relapse","HY"
40,"RCH","Retrochiasmatic area",7954519.60784,"relapse","HY"
40,"STN","Subthalamic nucleus",16340214.2857,"relapse","HY"
40,"TU","Tuberal nucleus",6653000,"relapse","HY"
40,"ZI","Zona incerta",14813221.7899,"relapse","HY"
40,"AHN","Anterior hypothalamic nucleus",15430460.274,"relapse","HY"
40,"MBO","Mammillary body",8769320.80925,"relapse","HY"
40,"MPN","Medial preoptic nucleus",4065652.63158,"relapse","HY"
40,"PH","Posterior hypothalamic nucleus",23027393.0818,"relapse","HY"
40,"PMv","Ventral premammillary nucleus",6882686.27451,"relapse","HY"
40,"PVHd","Paraventricular hypothalamic nucleus, descending division",25172105.2632,"relapse","HY"
40,"VMH","Ventromedial hypothalamic nucleus",9858777.77778,"relapse","HY"
40,"ADP","Anterodorsal preoptic nucleus",13048625,"relapse","HY"
40,"AVP","Anteroventral preoptic nucleus",3161666.66667,"relapse","HY"
40,"AVPV","Anteroventral periventricular nucleus",917000,"relapse","HY"
40,"DMH","Dorsomedial nucleus of the hypothalamus",18599348.6239,"relapse","HY"
40,"MEPO","Median preoptic nucleus",4795144.92754,"relapse","HY"
40,"MPO","Medial preoptic area",6284779.25532,"relapse","HY"
40,"PD","Posterodorsal preoptic nucleus",14020000,"relapse","HY"
40,"PS","Parastrial nucleus",11441384.6154,"relapse","HY"
40,"PVp","Periventricular hypothalamic nucleus, posterior part",1597901.63934,"relapse","HY"
40,"PVpo","Periventricular hypothalamic nucleus, preoptic part",1919542.85714,"relapse","HY"
40,"SBPV","Subparaventricular zone",12669791.0448,"relapse","HY"
40,"SFO","Subfornical organ",183750,"relapse","HY"
40,"VLPO","Ventrolateral preoptic nucleus",3737100,"relapse","HY"
40,"ARH","Arcuate hypothalamic nucleus",3468020,"relapse","HY"
40,"PVH","Paraventricular hypothalamic nucleus",14075397.8495,"relapse","HY"
40,"PVa","Periventricular hypothalamic nucleus, anterior part",2097166.66667,"relapse","HY"
40,"PVi","Periventricular hypothalamic nucleus, intermediate part",2154021.73913,"relapse","HY"
40,"SO","Supraoptic nucleus",5367636.36364,"relapse","HY"
40,"ATN","Anterior group of the dorsal thalamus",10982606.5789,"relapse","TH"
40,"EPI","Epithalamus",8778235.57692,"relapse","TH"
40,"GENv","Geniculate group, ventral thalamus",32923436.7089,"relapse","TH"
40,"ILM","Intralaminar nuclei of the dorsal thalamus",11180670.6444,"relapse","TH"
40,"LAT","Lateral group of the dorsal thalamus",9646102.77136,"relapse","TH"
40,"MED","Medial group of the dorsal thalamus",10421462.5749,"relapse","TH"
40,"MTN","Midline group of the dorsal thalamus",29317779.661,"relapse","TH"
40,"RT","Reticular nucleus of the thalamus",5168346.08031,"relapse","TH"
40,"GENd","Geniculate group, dorsal thalamus",10999695.8637,"relapse","TH"
40,"PP","Peripeduncular nucleus",9006642.85714,"relapse","TH"
40,"SPA","Subparafascicular area",11565625,"relapse","TH"
40,"SPF","Subparafascicular nucleus",12940290.3226,"relapse","TH"
40,"VENT","Ventral group of the dorsal thalamus",12023099.1561,"relapse","TH"
40,"CUN","Cuneiform nucleus",15499783.3333,"relapse","MB"
40,"EW","Edinger-Westphal nucleus",64878461.5385,"relapse","MB"
40,"III","Oculomotor nucleus",23924714.2857,"relapse","MB"
40,"IV","Trochlear nucleus",25059666.6667,"relapse","MB"
40,"LT","Lateral terminal nucleus of the accessory optic tract",7310000,"relapse","MB"
40,"MRN","Midbrain reticular nucleus",13253046.5241,"relapse","MB"
40,"ND","Nucleus of Darkschewitsch",30222900,"relapse","MB"
40,"PRC","Precommissural nucleus",33713666.6667,"relapse","MB"
40,"APN","Anterior pretectal nucleus",13577670.6444,"relapse","MB"
40,"MPT","Medial pretectal area",23533847.8261,"relapse","MB"
40,"NOT","Nucleus of the optic tract",16483812.5,"relapse","MB"
40,"NPC","Nucleus of the posterior commissure",28655123.5955,"relapse","MB"
40,"OP","Olivary pretectal nucleus",18055793.1034,"relapse","MB"
40,"PPT","Posterior pretectal nucleus",19589576.9231,"relapse","MB"
40,"RN","Red nucleus",11118326.4463,"relapse","MB"
40,"RR","Midbrain reticular nucleus, retrorubral area",6785900,"relapse","MB"
40,"SCdg","Superior colliculus, motor related, deep gray layer",14674215.6448,"relapse","MB"
40,"SCdw","Superior colliculus, motor related, deep white layer",11930715.3285,"relapse","MB"
40,"SCig","Superior colliculus, motor related, intermediate gray layer",24393876.2575,"relapse","MB"
