"case_id","abbrev","name","signal_density","group_label","category"
28,"SMT","Submedial nucleus of the thalamus",1622800,"relapse","TH"
28,"PT","Parataenial nucleus",27589818.1818,"relapse","TH"
28,"PVT","Paraventricular nucleus of the thalamus",2066000,"relapse","TH"
28,"RT","Reticular nucleus of the thalamus",4237016.16162,"relapse","TH"
28,"LGd","Dorsal part of the lateral geniculate complex",11523962.2642,"relapse","TH"
28,"MG","Medial geniculate complex",5631345.67901,"relapse","TH"
28,"PP","Peripeduncular nucleus",6979285.71429,"relapse","TH"
28,"SPFp","Subparafascicular nucleus, parvicellular part",11035455.5556,"relapse","TH"
28,"VAL","Ventral anterior-lateral complex of the thalamus",8396689.24303,"relapse","TH"
28,"VM","Ventral medial nucleus of the thalamus",4968388.88889,"relapse","TH"
28,"VP","Ventral posterior complex of the thalamus",14257757.3171,"relapse","TH"
28,"CUN","Cuneiform nucleus",13090228.8136,"relapse","MB"
28,"LT","Lateral terminal nucleus of the accessory optic tract",3751000,"relapse","MB"
28,"MRN","Midbrain reticular nucleus",12372111.9221,"relapse","MB"
28,"PRC","Precommissural nucleus",31793388.8889,"relapse","MB"
28,"APN","Anterior pretectal nucleus",12943175.5725,"relapse","MB"
28,"MPT","Medial pretectal area",17223950,"relapse","MB"
28,"NOT","Nucleus of the optic tract",12991281.25,"relapse","MB"
28,"NPC","Nucleus of the posterior commissure",28192337.0787,"relapse","MB"
28,"OP","Olivary pretectal nucleus",11833964.2857,"relapse","MB"
28,"PPT","Posterior pretectal nucleus",19891720,"relapse","MB"
28,"RN","Red nucleus",10155727.2727,"relapse","MB"
28,"RR","Midbrain reticular nucleus, retrorubral area",9203853.65854,"relapse","MB"
28,"SCdg","Superior colliculus, motor related, deep gray layer",12456969.0476,"relapse","MB"
28,"SCdw","Superior colliculus, motor related, deep white layer",9084137.2549,"relapse","MB"
28,"SCig-a","Superior colliculus, motor related, intermediate gray layer, sublayer a",20196000,"relapse","MB"
28,"SCig-b","Superior colliculus, motor related, intermediate gray layer, sublayer b",17803426.5734,"relapse","MB"
28,"SCig-c","Superior colliculus, motor related, intermediate gray layer, sublayer c",27418833.3333,"relapse","MB"
28,"SCiw","Superior colliculus, motor related, intermediate white layer",17877003.937,"relapse","MB"
28,"SNr","Substantia nigra, reticular part",4505435.07589,"relapse","MB"
28,"VTA","Ventral tegmental area",9302937.00787,"relapse","MB"
28,"IC","Inferior colliculus",7098066.41509,"relapse","MB"
28,"MEV","Midbrain trigeminal nucleus",5496636.36364,"relapse","MB"
28,"NB","Nucleus of the brachium of the inferior colliculus",8162960,"relapse","MB"
28,"PBG","Parabigeminal nucleus",3896275.86207,"relapse","MB"
28,"SAG","Nucleus sagulum",9787324.32432,"relapse","MB"
28,"SCop","Superior colliculus, optic layer",26267048.0769,"relapse","MB"
28,"SCsg","Superior colliculus, superficial gray layer",11983664.7287,"relapse","MB"
28,"PPN","Pedunculopontine nucleus",7141962.16216,"relapse","MB"
28,"SNc","Substantia nigra, compact part",6332650,"relapse","MB"
28,"BAC","Bed nucleus of the anterior commissure",2628000,"relapse","PAL"
28,"GPe","Globus pallidus, external segment",4387899.4709,"relapse","PAL"
28,"GPi","Globus pallidus, internal segment",7640980.76923,"relapse","PAL"
28,"NDB","Diagonal band nucleus",2692775.5102,"relapse","PAL"
28,"TRS","Triangular nucleus of septum",12135200,"relapse","PAL"
28,"MA","Magnocellular nucleus",2782148.14815,"relapse","PAL"
28,"SI","Substantia innominata",9798408.88889,"relapse","PAL"
28,"LSc","Lateral septal nucleus, caudal (caudodorsal) part",6298181.37255,"relapse","STR"
28,"LSr","Lateral septal nucleus, rostral (rostroventral) part",22780213.3995,"relapse","STR"
28,"LSv","Lateral septal nucleus, ventral part",32425344.8276,"relapse","STR"
28,"SF","Septofimbrial nucleus",23704100,"relapse","STR"
28,"CP","Caudoputamen",14747274.0076,"relapse","STR"
28,"ACB","Nucleus accumbens",20163529.4848,"relapse","STR"
28,"FS","Fundus of striatum",15397634.4828,"relapse","STR"
28,"OT","Olfactory tubercle",7183439.82495,"relapse","STR"
28,"AAA","Anterior amygdalar area",7540821.2766,"relapse","STR"
28,"BA","Bed nucleus of the accessory olfactory tract",10210360,"relapse","STR"
28,"CEA","Central amygdalar nucleus",14062140.9266,"relapse","STR"
28,"IA","Intercalated amygdalar nucleus",19604977.0115,"relapse","STR"
28,"CA","Ammon's horn",7977543.84868,"relapse","CTXpl"
28,"DG","Dentate gyrus",10653207.5544,"relapse","CTXpl"
28,"FC","Fasciola cinerea",12857.1428571,"relapse","CTXpl"
28,"ENT","Entorhinal area",8787568.48888,"relapse","CTXpl"
28,"PAR","Parasubiculum",7444506.59631,"relapse","CTXpl"
28,"POST","Postsubiculum",14097046.0993,"relapse","CTXpl"
28,"PRE","Presubiculum",16545799.4987,"relapse","CTXpl"
28,"SUB","Subiculum",12797669.0248,"relapse","CTXpl"
28,"ACAd","Anterior cingulate area, dorsal part",22343264.658,"relapse","CTXpl"
28,"ACAv","Anterior cingulate area, ventral part",19553628.331,"relapse","CTXpl"
28,"AId","Agranular insular area, dorsal part",16463432.5883,"relapse","CTXpl"
28,"AIp","Agranular insular area, posterior part",15960816.3842,"relapse","CTXpl"
28,"AIv","Agranular insular area, ventral part",26267877.4446,"relapse","CTXpl"
28,"AUDd","Dorsal auditory area",24515951.1719,"relapse","CTXpl"
28,"AUDp","Primary auditory area",23221616.6484,"relapse","CTXpl"
28,"AUDpo","Posterior auditory area",17536981.5498,"relapse","CTXpl"
28,"AUDv","Ventral auditory area",21027392.7681,"relapse","CTXpl"
28,"ECT1","Ectorhinal area/Layer 1",3186659.57447,"relapse","CTXpl"
28,"ECT5","Ectorhinal area/Layer 5",20102687.8613,"relapse","CTXpl"
28,"ECT6a","Ectorhinal area/Layer 6a",28471211.6788,"relapse","CTXpl"
28,"ECT6b","Ectorhinal area/Layer 6b",18150210.5263,"relapse","CTXpl"
28,"FRP1","Frontal pole, layer 1",1409873.41772,"relapse","CTXpl"
28,"FRP5","Frontal pole, layer 5",18933666.6667,"relapse","CTXpl"
28,"FRP6a","Frontal pole, layer 6a",13148711.5385,"relapse","CTXpl"
28,"GU1","Gustatory areas, layer 1",2607000,"relapse","CTXpl"
28,"GU4","Gustatory areas, layer 4",16715125,"relapse","CTXpl"
28,"GU5","Gustatory areas, layer 5",19092105.9908,"relapse","CTXpl"
28,"GU6a","Gustatory areas, layer 6a",20579082.8402,"relapse","CTXpl"
28,"GU6b","Gustatory areas, layer 6b",14056200,"relapse","CTXpl"
28,"ILA5","Infralimbic area, layer 5",31350088.4956,"relapse","CTXpl"
28,"ILA6a","Infralimbic area, layer 6a",28418671.4286,"relapse","CTXpl"
28,"ILA6b","Infralimbic area, layer 6b",13835000,"relapse","CTXpl"
28,"MOp","Primary motor area",17781043.5507,"relapse","CTXpl"
28,"MOs","Secondary motor area",15519643.217,"relapse","CTXpl"
28,"ORBl","Orbital area, lateral part",29426398.0836,"relapse","CTXpl"
28,"ORBm","Orbital area, medial part",19572048.7805,"relapse","CTXpl"
28,"ORBvl","Orbital area, ventrolateral part",27896448.183,"relapse","CTXpl"
28,"PERI1","Perirhinal area, layer 1",3752590.16393,"relapse","CTXpl"
28,"PERI5","Perirhinal area, layer 5",15001375.7576,"relapse","CTXpl"
28,"PERI6a","Perirhinal area, layer 6a",19971702.7027,"relapse","CTXpl"
28,"PERI6b","Perirhinal area, layer 6b",14499285.7143,"relapse","CTXpl"
28,"PL1","Prelimbic area, layer 1",3150934.78261,"relapse","CTXpl"
28,"PL5","Prelimbic area, layer 5",22469577.5,"relapse","CTXpl"
28,"PL6a","Prelimbic area, layer 6a",20632979.8995,"relapse","CTXpl"
28,"PL6b","Prelimbic area, layer 6b",10793666.6667,"relapse","CTXpl"
28,"VISa","Anterior area",20920610.0629,"relapse","CTXpl"
28,"VISrl","Rostrolateral visual area",32573261.9048,"relapse","CTXpl"
28,"RSPagl","Retrosplenial area, lateral agranular part",17320644.6759,"relapse","CTXpl"
28,"RSPd","Retrosplenial area, dorsal part",16609183.1897,"relapse","CTXpl"
28,"RSPv","Retrosplenial area, ventral part",13710791.6395,"relapse","CTXpl"
28,"SSp","Primary somatosensory area",21754747.8559,"relapse","CTXpl"
28,"SSs","Supplemental somatosensory area",21121516.3889,"relapse","CTXpl"
28,"TEa1","Temporal association areas, layer 1",2472669.76744,"relapse","CTXpl"
28,"TEa4","Temporal association areas, layer 4",24494312.9771,"relapse","CTXpl"
28,"TEa5","Temporal association areas, layer 5",21291148.8834,"relapse","CTXpl"
28,"TEa6a","Temporal association areas, layer 6a",27113545.0644,"relapse","CTXpl"
28,"TEa6b","Temporal association areas, layer 6b",17340388.8889,"relapse","CTXpl"
28,"VISal","Anterolateral visual area",26157210.0592,"relapse","CTXpl"
28,"VISam","Anteromedial visual area",25401580.5556,"relapse","CTXpl"
28,"VISl","Lateral visual area",31891476.1062,"relapse","CTXpl"
28,"VISli","Laterointermediate area",26555760.181,"relapse","CTXpl"
28,"VISp","Primary visual area",30635252.6132,"relapse","CTXpl"
28,"VISpl","Posterolateral visual area",19231663.4146,"relapse","CTXpl"
28,"VISpm","posteromedial visual area",19452475.6637,"relapse","CTXpl"
28,"VISpor","Postrhinal area",27117953.1835,"relapse","CTXpl"
28,"VISC1","Visceral area, layer 1",1559690.47619,"relapse","CTXpl"
28,"VISC4","Visceral area, layer 4",16716643.8356,"relapse","CTXpl"
28,"VISC5","Visceral area, layer 5",17677616.2362,"relapse","CTXpl"
28,"VISC6a","Visceral area, layer 6a",17977575.6098,"relapse","CTXpl"
28,"VISC6b","Visceral area, layer 6b",11557210.5263,"relapse","CTXpl"
28,"AOBgl","Accessory olfactory bulb, glomerular layer",6078033.33333,"relapse","CTXpl"
28,"AON","Anterior olfactory nucleus",15343440.754,"relapse","CTXpl"
28,"COAa","Cortical amygdalar area, anterior part",13503553.5714,"relapse","CTXpl"
28,"COAp","Cortical amygdalar area, posterior part",9189066.36156,"relapse","CTXpl"
28,"DP","Dorsal peduncular area",17563107.1429,"relapse","CTXpl"
28,"MOB","Main olfactory bulb",8086098.59155,"relapse","CTXpl"
28,"NLOT1","Nucleus of the lateral olfactory tract, molecular layer",5093500,"relapse","CTXpl"
28,"NLOT3","Nucleus of the lateral olfactory tract, layer 3",16094600,"relapse","CTXpl"
28,"PAA","Piriform-amygdalar area",12142900,"relapse","CTXpl"
28,"PIR","Piriform area",16152606.0661,"relapse","CTXpl"
28,"TR","Postpiriform transition area",5945105.61798,"relapse","CTXpl"
28,"BLAa","Basolateral amygdalar nucleus, anterior part",18765110.1449,"relapse","CTXsp"
28,"BLAp","Basolateral amygdalar nucleus, posterior part",11835892.3611,"relapse","CTXsp"
28,"BLAv","Basolateral amygdalar nucleus, ventral part",10792100,"relapse","CTXsp"
28,"BMA","Basomedial amygdalar nucleus",17443006.6667,"relapse","CTXsp"
28,"CLA","Claustrum",42598529.9539,"relapse","CTXsp"
28,"EPd","Endopiriform nucleus, dorsal part",25632863.75,"relapse","CTXsp"
28,"EPv","Endopiriform nucleus, ventral part",13437170.7317,"relapse","CTXsp"
28,"LA","Lateral amygdalar nucleus",22527090.9091,"relapse","CTXsp"
28,"PA","Posterior amygdalar nucleus",13436061.2245,"relapse","CTXsp"
39,"ACVII","Accessory facial motor nucleus",2069000,"control","HB"
39,"GRN","Gigantocellular reticular nucleus",1086688.52459,"control","HB"
39,"IRN","Intermediate reticular nucleus",776615,"control","HB"
39,"MARN","Magnocellular reticular nucleus",1105284.40367,"control","HB"
39,"PARN","Parvicellular reticular nucleus",1262684.52381,"control","HB"
39,"VI","Abducens nucleus",3899600,"control","HB"
39,"VII","Facial motor nucleus",2200744.68085,"control","HB"
39,"LAV","Lateral vestibular nucleus",58147.0588235,"control","HB"
39,"MV","Medial vestibular nucleus",676515.625,"control","HB"
39,"SUV","Superior vestibular nucleus",2203404.95868,"control","HB"
39,"DCO","Dorsal cochlear nucleus",1261589.74359,"control","HB"
39,"VCO","Ventral cochlear nucleus",1698266.66667,"control","HB"
39,"NTB","Nucleus of the trapezoid body",1527888.88889,"control","HB"
39,"B","Barrington's nucleus",2501583.33333,"control","HB"
39,"DTN","Dorsal tegmental nucleus",1661458.33333,"control","HB"
39,"PCG","Pontine central gray",2943682.08092,"control","HB"
39,"PG","Pontine gray",3053261.04418,"control","HB"
39,"PRNc","Pontine reticular nucleus, caudal part",4324576.40232,"control","HB"
39,"SG","Supragenual nucleus",4850600,"control","HB"
39,"SUT","Supratrigeminal nucleus",3986433.33333,"control","HB"
39,"TRN","Tegmental reticular nucleus",6419950.49505,"control","HB"
39,"V","Motor nucleus of trigeminal",5852393.93939,"control","HB"
39,"CS","Superior central nucleus raphe",3233224.35897,"control","HB"
39,"LC","Locus ceruleus",3370833.33333,"control","HB"
39,"LDT","Laterodorsal tegmental nucleus",3295891.89189,"control","HB"
39,"NI","Nucleus incertus",5512750,"control","HB"
39,"PRNr","Pontine reticular nucleus",3922247.83147,"control","HB"
39,"SLC","Subceruleus nucleus",2527900,"control","HB"
39,"SLD","Sublaterodorsal nucleus",3034440,"control","HB"
39,"NLL","Nucleus of the lateral lemniscus",1234932.64249,"control","HB"
39,"PSV","Principal sensory nucleus of the trigeminal",4230007.8534,"control","HB"
39,"POR","Superior olivary complex, periolivary region",886323.529412,"control","HB"
39,"SOCl","Superior olivary complex, lateral part",1049750,"control","HB"
39,"SOCm","Superior olivary complex, medial part",1635595.2381,"control","HB"
39,"LHA","Lateral hypothalamic area",1473021.72097,"control","HY"
39,"LPO","Lateral preoptic area",1181330.50847,"control","HY"
39,"PST","Preparasubthalamic nucleus",3433400,"control","HY"
39,"PSTN","Parasubthalamic nucleus",2988166.66667,"control","HY"
39,"RCH","Retrochiasmatic area",64318.1818182,"control","HY"
39,"STN","Subthalamic nucleus",690314.814815,"control","HY"
39,"TU","Tuberal nucleus",89715.9763314,"control","HY"
39,"FF","Fields of Forel",5561684.21053,"control","HY"
39,"AHN","Anterior hypothalamic nucleus",2014679.05405,"control","HY"
39,"LM","Lateral mammillary nucleus",33250,"control","HY"
39,"MM","Medial mammillary nucleus",421095.238095,"control","HY"
39,"SUM","Supramammillary nucleus",2969311.47541,"control","HY"
39,"TM","Tuberomammillary nucleus",213058.823529,"control","HY"
39,"MPN","Medial preoptic nucleus",416109.589041,"control","HY"
39,"PH","Posterior hypothalamic nucleus",1918981.20301,"control","HY"
39,"PMv","Ventral premammillary nucleus",1179973.68421,"control","HY"
39,"PVHd","Paraventricular hypothalamic nucleus, descending division",2281222.22222,"control","HY"
39,"VMH","Ventromedial hypothalamic nucleus",235576.086957,"control","HY"
39,"ADP","Anterodorsal preoptic nucleus",2697461.53846,"control","HY"
39,"AVP","Anteroventral preoptic nucleus",222450,"control","HY"
39,"AVPV","Anteroventral periventricular nucleus",141523.809524,"control","HY"
39,"DMH","Dorsomedial nucleus of the hypothalamus",1951405.55556,"control","HY"
39,"MEPO","Median preoptic nucleus",480148.148148,"control","HY"
39,"MPO","Medial preoptic area",696037.931034,"control","HY"
39,"PD","Posterodorsal preoptic nucleus",1406000,"control","HY"
39,"PS","Parastrial nucleus",2154300,"control","HY"
39,"PVp","Periventricular hypothalamic nucleus, posterior part",99976.1904762,"control","HY"
39,"PVpo","Periventricular hypothalamic nucleus, preoptic part",147115.384615,"control","HY"
39,"SBPV","Subparaventricular zone",388557.692308,"control","HY"
39,"SFO","Subfornical organ",127250,"control","HY"
39,"VLPO","Ventrolateral preoptic nucleus",275500,"control","HY"
39,"ARH","Arcuate hypothalamic nucleus",53553.8461538,"control","HY"
39,"PVa","Periventricular hypothalamic nucleus, anterior part",65000,"control","HY"
39,"PVi","Periventricular hypothalamic nucleus, intermediate part",127862.068966,"control","HY"
39,"SO","Supraoptic nucleus",297409.090909,"control","HY"
39,"AD","Anterodorsal nucleus",772777.777778,"control","TH"
39,"AM","Anteromedial nucleus",1328774.5098,"control","TH"
39,"AV","Anteroventral nucleus of thalamus",1427884.29752,"control","TH"
39,"IAD","Interanterodorsal nucleus of the thalamus",1531000,"control","TH"
39,"IAM","Interanteromedial nucleus of the thalamus",1064800,"control","TH"
39,"LD","Lateral dorsal nucleus of thalamus",3381962.83784,"control","TH"
39,"LH","Lateral habenula",1694808.51064,"control","TH"
39,"MH","Medial habenula",926884.057971,"control","TH"
39,"IGL","Intergeniculate leaflet of the lateral geniculate complex",5174100,"control","TH"
39,"LGv","Ventral part of the lateral geniculate complex",3810878.50467,"control","TH"
39,"SubG","Subgeniculate nucleus",455625,"control","TH"
39,"CL","Central lateral nucleus of the thalamus",2805346.66667,"control","TH"
39,"CM","Central medial nucleus of the thalamus",550384.615385,"control","TH"
39,"PCN","Paracentral nucleus",634040,"control","TH"
39,"PF","Parafascicular nucleus",2744709.92366,"control","TH"
39,"LP","Lateral posterior nucleus of the thalamus",2796944.27245,"control","TH"
39,"PO","Posterior complex of the thalamus",4292442.19653,"control","TH"
39,"POL","Posterior limiting nucleus of the thalamus",2469379.31034,"control","TH"
39,"SGN","Suprageniculate nucleus",3908750,"control","TH"
39,"IMD","Intermediodorsal nucleus of the thalamus",1302206.89655,"control","TH"
39,"MD","Mediodorsal nucleus of thalamus",1920677.8043,"control","TH"
39,"PR","Perireunensis nucleus",1269333.33333,"control","TH"
39,"SMT","Submedial nucleus of the thalamus",522033.333333,"control","TH"
39,"PT","Parataenial nucleus",1471712.64368,"control","TH"
39,"PVT","Paraventricular nucleus of the thalamus",2502116.12903,"control","TH"
39,"RT","Reticular nucleus of the thalamus",951132.701422,"control","TH"
39,"LGd","Dorsal part of the lateral geniculate complex",4204965.17413,"control","TH"
39,"MG","Medial geniculate complex",1632901.51515,"control","TH"
39,"PP","Peripeduncular nucleus",2119916.66667,"control","TH"
39,"SPA","Subparafascicular area",1365055.55556,"control","TH"
39,"SPFm","Subparafascicular nucleus, magnocellular part",913250,"control","TH"
39,"SPFp","Subparafascicular nucleus, parvicellular part",1672414.28571,"control","TH"
39,"VAL","Ventral anterior-lateral complex of the thalamus",2298178.08219,"control","TH"
39,"VM","Ventral medial nucleus of the thalamus",1153906.66667,"control","TH"
39,"VP","Ventral posterior complex of the thalamus",3352341.42857,"control","TH"
39,"CUN","Cuneiform nucleus",4162252.52525,"control","MB"
39,"EW","Edinger-Westphal nucleus",6904714.28571,"control","MB"
39,"III","Oculomotor nucleus",5238818.18182,"control","MB"
39,"IV","Trochlear nucleus",6038000,"control","MB"
39,"LT","Lateral terminal nucleus of the accessory optic tract",2976000,"control","MB"
39,"MRN","Midbrain reticular nucleus",3322222.58274,"control","MB"
39,"ND","Nucleus of Darkschewitsch",7383000,"control","MB"
39,"PRC","Precommissural nucleus",6673115.38462,"control","MB"
39,"APN","Anterior pretectal nucleus",3302447.97688,"control","MB"
39,"MPT","Medial pretectal area",2694800,"control","MB"
39,"NOT","Nucleus of the optic tract",1632241.37931,"control","MB"
39,"NPC","Nucleus of the posterior commissure",5914333.33333,"control","MB"
39,"OP","Olivary pretectal nucleus",663541.666667,"control","MB"
39,"PPT","Posterior pretectal nucleus",3953944.44444,"control","MB"
39,"RN","Red nucleus",3428065.32663,"control","MB"
39,"RR","Midbrain reticular nucleus, retrorubral area",1670402.98507,"control","MB"
39,"SCdg","Superior colliculus, motor related, deep gray layer",3549347.82609,"control","MB"
39,"SCdw","Superior colliculus, motor related, deep white layer",2479394.49541,"control","MB"
39,"SCig-a","Superior colliculus, motor related, intermediate gray layer, sublayer a",2312461.53846,"control","MB"
39,"SCig-b","Superior colliculus, motor related, intermediate gray layer, sublayer b",5174110.16949,"control","MB"
39,"SCig-c","Superior colliculus, motor related, intermediate gray layer, sublayer c",5876043.47826,"control","MB"
39,"SCiw","Superior colliculus, motor related, intermediate white layer",4622787.03704,"control","MB"
39,"SNr","Substantia nigra, reticular part",2347931.03448,"control","MB"
39,"VTA","Ventral tegmental area",2853657.14286,"control","MB"
39,"VTN","Ventral tegmental nucleus",1356000,"control","MB"
39,"IC","Inferior colliculus",4527497.56987,"control","MB"
39,"MEV","Midbrain trigeminal nucleus",5247181.81818,"control","MB"
39,"NB","Nucleus of the brachium of the inferior colliculus",1723595.2381,"control","MB"
39,"PBG","Parabigeminal nucleus",882413.793103,"control","MB"
39,"SAG","Nucleus sagulum",2838058.82353,"control","MB"
39,"SCop","Superior colliculus, optic layer",3688562.5,"control","MB"
39,"SCsg","Superior colliculus, superficial gray layer",1624724.27984,"control","MB"
39,"PPN","Pedunculopontine nucleus",2066880.68182,"control","MB"
39,"CLI","Central linear nucleus raphe",1691736.84211,"control","MB"
39,"DR","Dorsal nucleus raphe",4481000,"control","MB"
39,"IF","Interfascicular nucleus raphe",5007555.55556,"control","MB"
39,"IPN","Interpeduncular nucleus",1957847.22222,"control","MB"
39,"SNc","Substantia nigra, compact part",2055914.28571,"control","MB"
39,"BAC","Bed nucleus of the anterior commissure",1352666.66667,"control","PAL"
39,"GPe","Globus pallidus, external segment",1385769.96198,"control","PAL"
39,"GPi","Globus pallidus, internal segment",1497875,"control","PAL"
39,"MS","Medial septal nucleus",1628400,"control","PAL"
39,"NDB","Diagonal band nucleus",616149.855908,"control","PAL"
39,"TRS","Triangular nucleus of septum",615740.25974,"control","PAL"
39,"MA","Magnocellular nucleus",316017.391304,"control","PAL"
39,"SI","Substantia innominata",1164813.73569,"control","PAL"
39,"LSc","Lateral septal nucleus, caudal (caudodorsal) part",1778011.36364,"control","STR"
39,"LSr","Lateral septal nucleus, rostral (rostroventral) part",2767657.10561,"control","STR"
39,"LSv","Lateral septal nucleus, ventral part",1350605.26316,"control","STR"
39,"SF","Septofimbrial nucleus",1528212.12121,"control","STR"
39,"CP","Caudoputamen",2711043.92387,"control","STR"
39,"ACB","Nucleus accumbens",2958222.07358,"control","STR"
39,"FS","Fundus of striatum",1434290.07634,"control","STR"
39,"OT","Olfactory tubercle",661217.49226,"control","STR"
39,"AAA","Anterior amygdalar area",701970.588235,"control","STR"
39,"BA","Bed nucleus of the accessory olfactory tract",1447913.04348,"control","STR"
39,"CEA","Central amygdalar nucleus",1347039.91131,"control","STR"
39,"IA","Intercalated amygdalar nucleus",1274153.84615,"control","STR"
39,"CA","Ammon's horn",1670981.66377,"control","CTXpl"
39,"DG","Dentate gyrus",1485913.88486,"control","CTXpl"
39,"FC","Fasciola cinerea",785520,"control","CTXpl"
39,"ENT","Entorhinal area",2404180.63754,"control","CTXpl"
39,"PAR","Parasubiculum",1491666.66667,"control","CTXpl"
39,"POST","Postsubiculum",1327280.30303,"control","CTXpl"
39,"PRE","Presubiculum",2130977.77778,"control","CTXpl"
39,"SUB","Subiculum",2086745.68966,"control","CTXpl"
39,"ACAd","Anterior cingulate area, dorsal part",2750453.63409,"control","CTXpl"
39,"ACAv","Anterior cingulate area, ventral part",2636437.36264,"control","CTXpl"
39,"AId","Agranular insular area, dorsal part",2537962.04493,"control","CTXpl"
39,"AIp","Agranular insular area, posterior part",2386500.53135,"control","CTXpl"
39,"AIv","Agranular insular area, ventral part",2446067.03911,"control","CTXpl"
39,"AUDd","Dorsal auditory area",4001002.23714,"control","CTXpl"
39,"AUDp","Primary auditory area",4597160.79632,"control","CTXpl"
39,"AUDpo","Posterior auditory area",3162945.70136,"control","CTXpl"
39,"AUDv","Ventral auditory area",2519235.50088,"control","CTXpl"
39,"ECT1","Ectorhinal area/Layer 1",1374729.16667,"control","CTXpl"
