"case_id","abbrev","name","group_label","category","signal_density"
28,"SCop","Superior colliculus, optic layer","relapse","MB",26267048.0769
28,"SCsg","Superior colliculus, superficial gray layer","relapse","MB",11983664.7287
28,"PPN","Pedunculopontine nucleus","relapse","MB",7141962.16216
28,"SNc","Substantia nigra, compact part","relapse","MB",6332650
28,"BAC","Bed nucleus of the anterior commissure","relapse","PAL",2628000
28,"BST","Bed nuclei of the stria terminalis","relapse","PAL",13623086.2745
28,"GPe","Globus pallidus, external segment","relapse","PAL",4387899.4709
28,"GPi","Globus pallidus, internal segment","relapse","PAL",7640980.76923
28,"NDB","Diagonal band nucleus","relapse","PAL",2692775.5102
28,"TRS","Triangular nucleus of septum","relapse","PAL",12135200
28,"MA","Magnocellular nucleus","relapse","PAL",2782148.14815
28,"SI","Substantia innominata","relapse","PAL",9798408.88889
28,"LSc","Lateral septal nucleus, caudal (caudodorsal) part","relapse","STR",6298181.37255
28,"LSr","Lateral septal nucleus, rostral (rostroventral) part","relapse","STR",22780213.3995
28,"LSv","Lateral septal nucleus, ventral part","relapse","STR",32425344.8276
28,"SF","Septofimbrial nucleus","relapse","STR",23704100
28,"CP","Caudoputamen","relapse","STR",14747274.0076
28,"ACB","Nucleus accumbens","relapse","STR",20163529.4848
28,"FS","Fundus of striatum","relapse","STR",15397634.4828
28,"OT","Olfactory tubercle","relapse","STR",7183439.82495
28,"AAA","Anterior amygdalar area","relapse","STR",7540821.2766
28,"BA","Bed nucleus of the accessory olfactory tract","relapse","STR",10210360
28,"CEA","Central amygdalar nucleus","relapse","STR",14062140.9266
28,"IA","Intercalated amygdalar nucleus","relapse","STR",19604977.0115
28,"MEA","Medial amygdalar nucleus","relapse","STR",14685741.0562
28,"CA","Ammon's horn","relapse","CTXpl",7977543.84868
28,"DG","Dentate gyrus","relapse","CTXpl",10653207.5544
28,"FC","Fasciola cinerea","relapse","CTXpl",12857.1428571
28,"ENT","Entorhinal area","relapse","CTXpl",8787568.48888
28,"PAR","Parasubiculum","relapse","CTXpl",7444506.59631
28,"POST","Postsubiculum","relapse","CTXpl",14097046.0993
28,"PRE","Presubiculum","relapse","CTXpl",16545799.4987
28,"SUB","Subiculum","relapse","CTXpl",12797669.0248
28,"ACAd","Anterior cingulate area, dorsal part","relapse","CTXpl",22343264.658
28,"ACAv","Anterior cingulate area, ventral part","relapse","CTXpl",19553628.331
28,"AId","Agranular insular area, dorsal part","relapse","CTXpl",16463432.5883
28,"AIp","Agranular insular area, posterior part","relapse","CTXpl",15960816.3842
28,"AIv","Agranular insular area, ventral part","relapse","CTXpl",26267877.4446
28,"AUDd","Dorsal auditory area","relapse","CTXpl",24515951.1719
28,"AUDp","Primary auditory area","relapse","CTXpl",23221616.6484
28,"AUDpo","Posterior auditory area","relapse","CTXpl",17536981.5498
28,"AUDv","Ventral auditory area","relapse","CTXpl",21027392.7681
28,"ECT1","Ectorhinal area/Layer 1","relapse","CTXpl",3186659.57447
28,"ECT5","Ectorhinal area/Layer 5","relapse","CTXpl",20102687.8613
28,"ECT6a","Ectorhinal area/Layer 6a","relapse","CTXpl",28471211.6788
28,"ECT6b","Ectorhinal area/Layer 6b","relapse","CTXpl",18150210.5263
28,"FRP1","Frontal pole, layer 1","relapse","CTXpl",1409873.41772
28,"FRP5","Frontal pole, layer 5","relapse","CTXpl",18933666.6667
28,"FRP6a","Frontal pole, layer 6a","relapse","CTXpl",13148711.5385
28,"GU1","Gustatory areas, layer 1","relapse","CTXpl",2607000
28,"GU4","Gustatory areas, layer 4","relapse","CTXpl",16715125
28,"GU5","Gustatory areas, layer 5","relapse","CTXpl",19092105.9908
28,"GU6a","Gustatory areas, layer 6a","relapse","CTXpl",20579082.8402
28,"GU6b","Gustatory areas, layer 6b","relapse","CTXpl",14056200
28,"ILA5","Infralimbic area, layer 5","relapse","CTXpl",31350088.4956
28,"ILA6a","Infralimbic area, layer 6a","relapse","CTXpl",28418671.4286
28,"ILA6b","Infralimbic area, layer 6b","relapse","CTXpl",13835000
28,"MOp","Primary motor area","relapse","CTXpl",17781043.5507
28,"MOs","Secondary motor area","relapse","CTXpl",15519643.217
28,"ORBl","Orbital area, lateral part","relapse","CTXpl",29426398.0836
28,"ORBm","Orbital area, medial part","relapse","CTXpl",19572048.7805
28,"ORBvl","Orbital area, ventrolateral part","relapse","CTXpl",27896448.183
28,"PERI1","Perirhinal area, layer 1","relapse","CTXpl",3752590.16393
28,"PERI5","Perirhinal area, layer 5","relapse","CTXpl",15001375.7576
28,"PERI6a","Perirhinal area, layer 6a","relapse","CTXpl",19971702.7027
28,"PERI6b","Perirhinal area, layer 6b","relapse","CTXpl",14499285.7143
28,"PL1","Prelimbic area, layer 1","relapse","CTXpl",3150934.78261
28,"PL5","Prelimbic area, layer 5","relapse","CTXpl",22469577.5
28,"PL6a","Prelimbic area, layer 6a","relapse","CTXpl",20632979.8995
28,"PL6b","Prelimbic area, layer 6b","relapse","CTXpl",10793666.6667
28,"VISa","Anterior area","relapse","CTXpl",20920610.0629
28,"VISrl","Rostrolateral visual area","relapse","CTXpl",32573261.9048
28,"RSPagl","Retrosplenial area, lateral agranular part","relapse","CTXpl",17320644.6759
28,"RSPd","Retrosplenial area, dorsal part","relapse","CTXpl",16609183.1897
28,"RSPv","Retrosplenial area, ventral part","relapse","CTXpl",13710791.6395
28,"SSp","Primary somatosensory area","relapse","CTXpl",21754747.8559
28,"SSs","Supplemental somatosensory area","relapse","CTXpl",21121516.3889
28,"TEa1","Temporal association areas, layer 1","relapse","CTXpl",2472669.76744
28,"TEa4","Temporal association areas, layer 4","relapse","CTXpl",24494312.9771
28,"TEa5","Temporal association areas, layer 5","relapse","CTXpl",21291148.8834
28,"TEa6a","Temporal association areas, layer 6a","relapse","CTXpl",27113545.0644
28,"TEa6b","Temporal association areas, layer 6b","relapse","CTXpl",17340388.8889
28,"VISal","Anterolateral visual area","relapse","CTXpl",26157210.0592
28,"VISam","Anteromedial visual area","relapse","CTXpl",25401580.5556
28,"VISl","Lateral visual area","relapse","CTXpl",31891476.1062
28,"VISli","Laterointermediate area","relapse","CTXpl",26555760.181
28,"VISp","Primary visual area","relapse","CTXpl",30635252.6132
28,"VISpl","Posterolateral visual area","relapse","CTXpl",19231663.4146
28,"VISpm","posteromedial visual area","relapse","CTXpl",19452475.6637
28,"VISpor","Postrhinal area","relapse","CTXpl",27117953.1835
28,"VISC1","Visceral area, layer 1","relapse","CTXpl",1559690.47619
28,"VISC4","Visceral area, layer 4","relapse","CTXpl",16716643.8356
28,"VISC5","Visceral area, layer 5","relapse","CTXpl",17677616.2362
28,"VISC6a","Visceral area, layer 6a","relapse","CTXpl",17977575.6098
28,"VISC6b","Visceral area, layer 6b","relapse","CTXpl",11557210.5263
28,"AOBgl","Accessory olfactory bulb, glomerular layer","relapse","CTXpl",6078033.33333
28,"AON","Anterior olfactory nucleus","relapse","CTXpl",15343440.754
28,"COAa","Cortical amygdalar area, anterior part","relapse","CTXpl",13503553.5714
28,"COAp","Cortical amygdalar area, posterior part","relapse","CTXpl",9189066.36156
28,"DP","Dorsal peduncular area","relapse","CTXpl",17563107.1429
28,"MOB","Main olfactory bulb","relapse","CTXpl",8086098.59155
28,"NLOT1","Nucleus of the lateral olfactory tract, molecular layer","relapse","CTXpl",5093500
28,"NLOT3","Nucleus of the lateral olfactory tract, layer 3","relapse","CTXpl",16094600
28,"PAA","Piriform-amygdalar area","relapse","CTXpl",12142900
28,"PIR","Piriform area","relapse","CTXpl",16152606.0661
28,"TR","Postpiriform transition area","relapse","CTXpl",5945105.61798
28,"TT","Taenia tecta","relapse","CTXpl",13336424.7788
28,"BLAa","Basolateral amygdalar nucleus, anterior part","relapse","CTXsp",18765110.1449
28,"BLAp","Basolateral amygdalar nucleus, posterior part","relapse","CTXsp",11835892.3611
28,"BLAv","Basolateral amygdalar nucleus, ventral part","relapse","CTXsp",10792100
28,"BMA","Basomedial amygdalar nucleus","relapse","CTXsp",17443006.6667
28,"CLA","Claustrum","relapse","CTXsp",42598529.9539
28,"EPd","Endopiriform nucleus, dorsal part","relapse","CTXsp",25632863.75
28,"EPv","Endopiriform nucleus, ventral part","relapse","CTXsp",13437170.7317
28,"LA","Lateral amygdalar nucleus","relapse","CTXsp",22527090.9091
28,"PA","Posterior amygdalar nucleus","relapse","CTXsp",13436061.2245
39,"ACVII","Accessory facial motor nucleus","control","HB",2069000
39,"GRN","Gigantocellular reticular nucleus","control","HB",1086688.52459
39,"IRN","Intermediate reticular nucleus","control","HB",776615
39,"MARN","Magnocellular reticular nucleus","control","HB",1105284.40367
39,"PARN","Parvicellular reticular nucleus","control","HB",1262684.52381
39,"VI","Abducens nucleus","control","HB",3899600
39,"VII","Facial motor nucleus","control","HB",2200744.68085
39,"LAV","Lateral vestibular nucleus","control","HB",58147.0588235
39,"MV","Medial vestibular nucleus","control","HB",676515.625
39,"SUV","Superior vestibular nucleus","control","HB",2203404.95868
39,"DCO","Dorsal cochlear nucleus","control","HB",1261589.74359
39,"VCO","Ventral cochlear nucleus","control","HB",1698266.66667
39,"NTB","Nucleus of the trapezoid body","control","HB",1527888.88889
39,"B","Barrington's nucleus","control","HB",2501583.33333
39,"DTN","Dorsal tegmental nucleus","control","HB",1661458.33333
39,"PCG","Pontine central gray","control","HB",2943682.08092
39,"PG","Pontine gray","control","HB",3053261.04418
39,"PRNc","Pontine reticular nucleus, caudal part","control","HB",4324576.40232
39,"SG","Supragenual nucleus","control","HB",4850600
39,"SUT","Supratrigeminal nucleus","control","HB",3986433.33333
39,"TRN","Tegmental reticular nucleus","control","HB",6419950.49505
39,"V","Motor nucleus of trigeminal","control","HB",5852393.93939
39,"CS","Superior central nucleus raphe","control","HB",3233224.35897
39,"LC","Locus ceruleus","control","HB",3370833.33333
39,"LDT","Laterodorsal tegmental nucleus","control","HB",3295891.89189
39,"NI","Nucleus incertus","control","HB",5512750
39,"PRNr","Pontine reticular nucleus","control","HB",3922247.83147
39,"SLC","Subceruleus nucleus","control","HB",2527900
39,"SLD","Sublaterodorsal nucleus","control","HB",3034440
39,"NLL","Nucleus of the lateral lemniscus","control","HB",1234932.64249
39,"PB","Parabrachial nucleus","control","HB",3476176.66667
39,"PSV","Principal sensory nucleus of the trigeminal","control","HB",4230007.8534
39,"POR","Superior olivary complex, periolivary region","control","HB",886323.529412
39,"SOCl","Superior olivary complex, lateral part","control","HB",1049750
39,"SOCm","Superior olivary complex, medial part","control","HB",1635595.2381
39,"LHA","Lateral hypothalamic area","control","HY",1473021.72097
39,"LPO","Lateral preoptic area","control","HY",1181330.50847
39,"PST","Preparasubthalamic nucleus","control","HY",3433400
39,"PSTN","Parasubthalamic nucleus","control","HY",2988166.66667
39,"RCH","Retrochiasmatic area","control","HY",64318.1818182
39,"STN","Subthalamic nucleus","control","HY",690314.814815
39,"TU","Tuberal nucleus","control","HY",89715.9763314
39,"FF","Fields of Forel","control","HY",5561684.21053
39,"AHN","Anterior hypothalamic nucleus","control","HY",2014679.05405
39,"LM","Lateral mammillary nucleus","control","HY",33250
39,"MM","Medial mammillary nucleus","control","HY",421095.238095
39,"SUM","Supramammillary nucleus","control","HY",2969311.47541
39,"TM","Tuberomammillary nucleus","control","HY",213058.823529
39,"MPN","Medial preoptic nucleus","control","HY",416109.589041
39,"PH","Posterior hypothalamic nucleus","control","HY",1918981.20301
39,"PMv","Ventral premammillary nucleus","control","HY",1179973.68421
39,"PVHd","Paraventricular hypothalamic nucleus, descending division","control","HY",2281222.22222
39,"VMH","Ventromedial hypothalamic nucleus","control","HY",235576.086957
39,"ADP","Anterodorsal preoptic nucleus","control","HY",2697461.53846
39,"AVP","Anteroventral preoptic nucleus","control","HY",222450
39,"AVPV","Anteroventral periventricular nucleus","control","HY",141523.809524
39,"DMH","Dorsomedial nucleus of the hypothalamus","control","HY",1951405.55556
39,"MEPO","Median preoptic nucleus","control","HY",480148.148148
39,"MPO","Medial preoptic area","control","HY",696037.931034
39,"PD","Posterodorsal preoptic nucleus","control","HY",1406000
39,"PS","Parastrial nucleus","control","HY",2154300
39,"PVp","Periventricular hypothalamic nucleus, posterior part","control","HY",99976.1904762
39,"PVpo","Periventricular hypothalamic nucleus, preoptic part","control","HY",147115.384615
39,"SBPV","Subparaventricular zone","control","HY",388557.692308
39,"SFO","Subfornical organ","control","HY",127250
39,"VLPO","Ventrolateral preoptic nucleus","control","HY",275500
39,"ARH","Arcuate hypothalamic nucleus","control","HY",53553.8461538
39,"PVH","Paraventricular hypothalamic nucleus","control","HY",994268.041237
39,"PVa","Periventricular hypothalamic nucleus, anterior part","control","HY",65000
39,"PVi","Periventricular hypothalamic nucleus, intermediate part","control","HY",127862.068966
39,"SO","Supraoptic nucleus","control","HY",297409.090909
39,"AD","Anterodorsal nucleus","control","TH",772777.777778
39,"AM","Anteromedial nucleus","control","TH",1328774.5098
39,"AV","Anteroventral nucleus of thalamus","control","TH",1427884.29752
39,"IAD","Interanterodorsal nucleus of the thalamus","control","TH",1531000
39,"IAM","Interanteromedial nucleus of the thalamus","control","TH",1064800
39,"LD","Lateral dorsal nucleus of thalamus","control","TH",3381962.83784
39,"LH","Lateral habenula","control","TH",1694808.51064
39,"MH","Medial habenula","control","TH",926884.057971
39,"IGL","Intergeniculate leaflet of the lateral geniculate complex","control","TH",5174100
39,"LGv","Ventral part of the lateral geniculate complex","control","TH",3810878.50467
39,"SubG","Subgeniculate nucleus","control","TH",455625
39,"CL","Central lateral nucleus of the thalamus","control","TH",2805346.66667
39,"CM","Central medial nucleus of the thalamus","control","TH",550384.615385
39,"PCN","Paracentral nucleus","control","TH",634040
39,"PF","Parafascicular nucleus","control","TH",2744709.92366
39,"LP","Lateral posterior nucleus of the thalamus","control","TH",2796944.27245
39,"PO","Posterior complex of the thalamus","control","TH",4292442.19653
39,"POL","Posterior limiting nucleus of the thalamus","control","TH",2469379.31034
39,"SGN","Suprageniculate nucleus","control","TH",3908750
39,"IMD","Intermediodorsal nucleus of the thalamus","control","TH",1302206.89655
39,"MD","Mediodorsal nucleus of thalamus","control","TH",1920677.8043
39,"PR","Perireunensis nucleus","control","TH",1269333.33333
39,"SMT","Submedial nucleus of the thalamus","control","TH",522033.333333
39,"PT","Parataenial nucleus","control","TH",1471712.64368
39,"PVT","Paraventricular nucleus of the thalamus","control","TH",2502116.12903
39,"RT","Reticular nucleus of the thalamus","control","TH",951132.701422
39,"LGd","Dorsal part of the lateral geniculate complex","control","TH",4204965.17413
39,"MG","Medial geniculate complex","control","TH",1632901.51515
39,"PP","Peripeduncular nucleus","control","TH",2119916.66667
39,"SPA","Subparafascicular area","control","TH",1365055.55556
39,"SPFm","Subparafascicular nucleus, magnocellular part","control","TH",913250
39,"SPFp","Subparafascicular nucleus, parvicellular part","control","TH",1672414.28571
39,"VAL","Ventral anterior-lateral complex of the thalamus","control","TH",2298178.08219
39,"VM","Ventral medial nucleus of the thalamus","control","TH",1153906.66667
39,"VP","Ventral posterior complex of the thalamus","control","TH",3352341.42857
39,"CUN","Cuneiform nucleus","control","MB",4162252.52525
39,"EW","Edinger-Westphal nucleus","control","MB",6904714.28571
39,"III","Oculomotor nucleus","control","MB",5238818.18182
39,"IV","Trochlear nucleus","control","MB",6038000
39,"LT","Lateral terminal nucleus of the accessory optic tract","control","MB",2976000
39,"MRN","Midbrain reticular nucleus","control","MB",3322222.58274
39,"ND","Nucleus of Darkschewitsch","control","MB",7383000
39,"PRC","Precommissural nucleus","control","MB",6673115.38462
39,"APN","Anterior pretectal nucleus","control","MB",3302447.97688
39,"MPT","Medial pretectal area","control","MB",2694800
39,"NOT","Nucleus of the optic tract","control","MB",1632241.37931
39,"NPC","Nucleus of the posterior commissure","control","MB",5914333.33333
39,"OP","Olivary pretectal nucleus","control","MB",663541.666667
39,"PPT","Posterior pretectal nucleus","control","MB",3953944.44444
39,"RN","Red nucleus","control","MB",3428065.32663
39,"RR","Midbrain reticular nucleus, retrorubral area","control","MB",1670402.98507
39,"SCdg","Superior colliculus, motor related, deep gray layer","control","MB",3549347.82609
39,"SCdw","Superior colliculus, motor related, deep white layer","control","MB",2479394.49541
39,"SCig-a","Superior colliculus, motor related, intermediate gray layer, sublayer a","control","MB",2312461.53846
39,"SCig-b","Superior colliculus, motor related, intermediate gray layer, sublayer b","control","MB",5174110.16949
39,"SCig-c","Superior colliculus, motor related, intermediate gray layer, sublayer c","control","MB",5876043.47826
39,"SCiw","Superior colliculus, motor related, intermediate white layer","control","MB",4622787.03704
39,"SNr","Substantia nigra, reticular part","control","MB",2347931.03448
39,"VTA","Ventral tegmental area","control","MB",2853657.14286
39,"VTN","Ventral tegmental nucleus","control","MB",1356000
39,"IC","Inferior colliculus","control","MB",4527497.56987
39,"MEV","Midbrain trigeminal nucleus","control","MB",5247181.81818
39,"NB","Nucleus of the brachium of the inferior colliculus","control","MB",1723595.2381
39,"PBG","Parabigeminal nucleus","control","MB",882413.793103
39,"SAG","Nucleus sagulum","control","MB",2838058.82353
39,"SCop","Superior colliculus, optic layer","control","MB",3688562.5
39,"SCsg","Superior colliculus, superficial gray layer","control","MB",1624724.27984
39,"PPN","Pedunculopontine nucleus","control","MB",2066880.68182
39,"CLI","Central linear nucleus raphe","control","MB",1691736.84211
39,"DR","Dorsal nucleus raphe","control","MB",4481000
39,"IF","Interfascicular nucleus raphe","control","MB",5007555.55556
39,"IPN","Interpeduncular nucleus","control","MB",1957847.22222
39,"SNc","Substantia nigra, compact part","control","MB",2055914.28571
39,"BAC","Bed nucleus of the anterior commissure","control","PAL",1352666.66667
39,"BST","Bed nuclei of the stria terminalis","control","PAL",2184816.51376
39,"GPe","Globus pallidus, external segment","control","PAL",1385769.96198
39,"GPi","Globus pallidus, internal segment","control","PAL",1497875
39,"MS","Medial septal nucleus","control","PAL",1628400
39,"NDB","Diagonal band nucleus","control","PAL",616149.855908
39,"TRS","Triangular nucleus of septum","control","PAL",615740.25974
39,"MA","Magnocellular nucleus","control","PAL",316017.391304
39,"SI","Substantia innominata","control","PAL",1164813.73569
39,"LSc","Lateral septal nucleus, caudal (caudodorsal) part","control","STR",1778011.36364
39,"LSr","Lateral septal nucleus, rostral (rostroventral) part","control","STR",2767657.10561
39,"LSv","Lateral septal nucleus, ventral part","control","STR",1350605.26316
39,"SF","Septofimbrial nucleus","control","STR",1528212.12121
39,"CP","Caudoputamen","control","STR",2711043.92387
39,"ACB","Nucleus accumbens","control","STR",2958222.07358
39,"FS","Fundus of striatum","control","STR",1434290.07634
39,"OT","Olfactory tubercle","control","STR",661217.49226
39,"AAA","Anterior amygdalar area","control","STR",701970.588235
39,"BA","Bed nucleus of the accessory olfactory tract","control","STR",1447913.04348
39,"CEA","Central amygdalar nucleus","control","STR",1347039.91131
39,"IA","Intercalated amygdalar nucleus","control","STR",1274153.84615
39,"MEA","Medial amygdalar nucleus","control","STR",1295497.1537
39,"CA","Ammon's horn","control","CTXpl",1670981.66377
39,"DG","Dentate gyrus","control","CTXpl",1485913.88486
39,"FC","Fasciola cinerea","control","CTXpl",785520
39,"ENT","Entorhinal area","control","CTXpl",2404180.63754
39,"PAR","Parasubiculum","control","CTXpl",1491666.66667
39,"POST","Postsubiculum","control","CTXpl",1327280.30303
39,"PRE","Presubiculum","control","CTXpl",2130977.77778
39,"SUB","Subiculum","control","CTXpl",2086745.68966
39,"ACAd","Anterior cingulate area, dorsal part","control","CTXpl",2750453.63409
39,"ACAv","Anterior cingulate area, ventral part","control","CTXpl",2636437.36264
39,"AId","Agranular insular area, dorsal part","control","CTXpl",2537962.04493
39,"AIp","Agranular insular area, posterior part","control","CTXpl",2386500.53135
39,"AIv","Agranular insular area, ventral part","control","CTXpl",2446067.03911
39,"AUDd","Dorsal auditory area","control","CTXpl",4001002.23714
39,"AUDp","Primary auditory area","control","CTXpl",4597160.79632
39,"AUDpo","Posterior auditory area","control","CTXpl",3162945.70136
39,"AUDv","Ventral auditory area","control","CTXpl",2519235.50088
39,"ECT1","Ectorhinal area/Layer 1","control","CTXpl",1374729.16667
39,"ECT5","Ectorhinal area/Layer 5","control","CTXpl",4844459.77011
39,"ECT6a","Ectorhinal area/Layer 6a","control","CTXpl",4744166.66667
39,"ECT6b","Ectorhinal area/Layer 6b","control","CTXpl",2713411.76471
39,"FRP1","Frontal pole, layer 1","control","CTXpl",124983.606557
39,"FRP5","Frontal pole, layer 5","control","CTXpl",2251908.16327
39,"FRP6a","Frontal pole, layer 6a","control","CTXpl",3174857.14286
39,"GU1","Gustatory areas, layer 1","control","CTXpl",191015.384615
39,"GU4","Gustatory areas, layer 4","control","CTXpl",2903433.96226
39,"GU5","Gustatory areas, layer 5","control","CTXpl",4802354.83871
39,"GU6a","Gustatory areas, layer 6a","control","CTXpl",3574281.6092
39,"GU6b","Gustatory areas, layer 6b","control","CTXpl",2862600
39,"ILA1","Infralimbic area, layer 1","control","CTXpl",6453076.92308
39,"ILA5","Infralimbic area, layer 5","control","CTXpl",2926434.42623
39,"ILA6a","Infralimbic area, layer 6a","control","CTXpl",2330761.19403
